# Kona Param. Contn. convergence history (opt tol = 8.880456e-06 | feas tol = 4.537731e-06)
# outer     inner      cost      objective     lagrangian       opt 2norm     S*Lam 2norm      feas 2norm       homotopy        hom opt       hom feas     mu               opt infty     S*Lam infty      feas infty     
      0         0         1      6.188e+01      6.188e+01     8.8805e+01     0.0000e+00     4.5377e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000          5.2500e+01     0.0000e+00     1.3000e+01     

      1         0        10      5.799e+01      5.903e+01     8.5597e+01     2.2500e-01     4.5491e+01      3.032e-02     1.6555e-03     1.8953e-04     9.994987e-01          4.9884e+01     6.5175e-02     1.3129e+01     
      1         1        67      5.812e+01      5.916e+01     8.5712e+01     2.2553e-01     4.5487e+01      3.032e-02     1.4128e-05     1.3528e-06     9.994987e-01          5.0002e+01     6.5836e-02     1.3124e+01     

      2         0       124      4.967e+01      5.331e+01     7.8362e+01     7.8548e-01     4.5758e+01      1.004e-01     9.4111e-03     1.0747e-03     9.982568e-01          4.4092e+01     2.3048e-01     1.3419e+01     
      2         1       185      5.030e+01      5.395e+01     7.8950e+01     7.8833e-01     4.5734e+01      1.004e-01     7.2057e-06     2.9720e-08     9.982568e-01          4.4692e+01     2.3386e-01     1.3392e+01     

      3         0       246      4.287e+01      4.950e+01     7.2032e+01     1.4211e+00     4.6000e+01      1.724e-01     9.8534e-03     1.1338e-03     9.968675e-01          3.9353e+01     4.2529e-01     1.3665e+01     
      3         1       307      4.344e+01      5.008e+01     7.2590e+01     1.4241e+00     4.5977e+01      1.724e-01     1.2131e-05     1.4855e-07     9.968675e-01          3.9895e+01     4.2855e-01     1.3640e+01     

      4         0       368      3.732e+01      4.715e+01     6.6488e+01     2.0941e+00     4.6218e+01      2.434e-01     9.0869e-03     1.0468e-03     9.954102e-01          3.5376e+01     6.3585e-01     1.3875e+01     
      4         1       429      3.777e+01      4.761e+01     6.6957e+01     2.0970e+00     4.6197e+01      2.434e-01     3.7954e-05     7.0328e-07     9.954102e-01          3.5811e+01     6.3859e-01     1.3854e+01     

      5         0       490      3.269e+01      4.593e+01     6.1522e+01     2.8059e+00     4.6415e+01      3.152e-01     8.4821e-03     9.7605e-04     9.938808e-01          3.1940e+01     8.6161e-01     1.4058e+01     
