# Kona Param. Contn. convergence history (opt tol = 2.630149e-06 | feas tol = 2.329004e-05)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0         1      2.153e+02      2.153e+02     2.6301e+01     2.3290e+02     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0         8      6.438e+00      3.485e+04     1.9541e+03     2.3383e+02      1.836e+04     1.2507e+03     9.5999e+01     3.600217e-01          
      1         1        21      5.233e+02      1.731e+03     3.0763e+02     2.6069e+01      1.686e+03     1.7523e+02     1.5959e-03     3.600217e-01          

      2         0        61      2.920e+02      4.726e+02     6.6800e+01     8.3270e+00      1.651e+03     2.3737e+01     4.5518e-01     2.903226e-01          
      2         1        76      1.957e+02      3.222e+02     4.4910e+01     7.1941e+00      1.787e+03     1.9778e+00     1.2228e-06     2.903226e-01          

      3         0        97      1.837e+02      2.829e+02     3.9658e+01     5.8499e+00      1.666e+03     4.7728e+00     1.1381e-01     2.591757e-01          
      3         1       110      1.756e+02      2.709e+02     3.7891e+01     5.7750e+00      1.684e+03     4.8038e-02     1.3244e-06     2.591757e-01          

      4         0       127      1.331e+02      1.633e+02     2.2800e+01     2.1264e+00      1.195e+03     4.2031e+00     6.7494e-01     1.575401e-01          
      4         1       144      1.196e+02      1.591e+02     2.2127e+01     2.7155e+00      1.221e+03     1.1426e-01     2.1645e-06     1.575401e-01          

      5         0       161      5.852e+01      6.432e+01     9.9182e+00     7.1453e-01      5.334e+02     3.0945e+00     6.1346e-01     5.340147e-02          
      5         1       180      3.220e+01      4.696e+01     8.1923e+00     9.1272e-01      5.817e+02     4.0669e-01     3.3002e-07     5.340147e-02          

      6         0       220      1.390e+00      1.244e+01     4.4770e+00     5.8024e-01      2.950e+02     9.2843e-01     1.4916e-01     2.320629e-02          
      6         1       243     -3.044e+00      1.067e+01     3.8859e+00     5.7087e-01      3.065e+02     1.8387e-01     8.6430e-09     2.320629e-02          

      7         0       287     -1.456e+01     -1.077e+00     2.3184e+00     4.4553e-01      1.704e+02     3.1453e-01     8.1631e-02     1.201231e-02          
      7         1       310     -1.434e+01     -6.076e-01     2.1144e+00     4.0865e-01      1.730e+02     3.1264e-02     9.9133e-08     1.201231e-02          

      8         0       337     -1.750e+01     -5.126e+00     1.1356e+00     2.9137e-01      7.887e+01     1.8880e-01     6.3723e-02     5.380062e-03          
      8         1       366     -1.576e+01     -4.430e+00     9.9623e-01     2.4750e-01      7.968e+01     6.4522e-02     1.2573e-08     5.380062e-03          

      9         0       424     -1.405e+01     -5.438e+00     5.6659e-01     1.6490e-01      4.010e+01     5.5507e-02     1.7897e-02     2.826583e-03          
