# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        0.93        1.05        264.418      0.000217     0     0
    2        0.79        1.84        263.942      0.001973     0     0
    3        0.81        2.65        262.981      0.010750     0     0
    4        0.81        3.46        261.814      0.030033     0     0
    5        0.81        4.27        260.913      0.050172     0     0
    6        0.81        5.08        260.085      0.071445     0     0
    7        0.81        5.89        259.2      0.095596     0     0
    8        0.81        6.71        258.148      0.124062     0     0
    9        0.82        7.52        256.741      0.158476     0     0
   10        0.81        8.33        254.56      0.199337     0     0
   11        0.82        9.15        251.402      0.235524     0     0
   12        0.81        9.96        246.966      0.261167     0     0
   13        0.82        10.78        240.997      0.276679     0     0
   14        0.82        11.60        233.459      0.285045     0     0
   15        0.82        12.43        224.513      0.289089     0     0
   16        0.83        13.26        214.344      0.290585     0     0
   17        0.82        14.07        203.015      0.290427     0     0
   18        0.82        14.89        190.486      0.288958     0     0
   19        0.82        15.71        176.679      0.286206     0     0
   20        0.82        16.53        161.495      0.281973     0     0
   21        0.82        17.35        144.804      0.275813     0     0
   22        0.82        18.17        126.408      0.266895     0     0
   23        0.81        18.99        105.945      0.253600     0     0
   24        0.86        19.84        82.6185      0.232220     0     0
   25        0.91        20.75        54.1605      0.190916     0     0
   26        1.64        22.39        16.6481      0.076490     0     0
   27        1.65        24.04        17.6647      0.069248     0     0
   28        1.15        25.19        16.8804      0.062285     0     0
   29        1.19        26.38        15.5703      0.052382     0     0
   30        1.18        27.56        14.4787      0.043058     0     0
   31        1.24        28.80        13.5795      0.034935     0     0
   32        1.27        30.07        12.8873      0.028128     0     0
   33        1.28        31.35        12.2595      0.021894     0     0
   34        1.37        32.72        11.7468      0.016624     0     0
   35        1.42        34.15        11.3175      0.012234     0     0
   36        1.51        35.66        11.0547      0.009482     0     0
   37        1.60        37.26        10.8239      0.007094     0     0
   38        2.85        40.11        10.5534      0.004454     0     0
   39        3.15        43.26        10.372      0.002634     0     0
   40        5.30        48.56        10.1988      0.001344     0     0
   41        3.86        52.42        10.1044      0.000330     0     0
   42        3.85        56.27        10.1035      0.000276     0     0
   43        3.83        60.10        10.0967      0.000202     0     0
   44        5.53        65.64        10.0893      0.000118     0     0
   45        3.89        69.53        10.0848      0.000061     0     0
   46        4.01        73.54        10.0833      0.000036     0     0
   47        3.98        77.51        10.0819      0.000014     0     0
   48        3.99        81.51        10.0817      0.000006     0     0
   49        3.95        85.45        10.0817      0.000001     0     0
   50        0.19        85.64        10.0818      0.000001     0     0
