# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        2.53        2.53        264.654      0.000000     0     0
    1        99.87        102.40        264.607      0.000138     0     0
    2        92.59        194.99        264.509      0.001268     0     0
    3        95.04        290.03        264.316      0.005924     0     0
    4        93.32        383.35        264.029      0.012485     0     0
    5        92.49        475.84        263.458      0.016805     0     0
    6        92.73        568.57        262.114      0.018317     0     0
    7        95.10        663.67        260.748      0.018573     0     0
    8        93.12        756.79        258.97      0.018669     0     0
    9        92.66        849.45        256.94      0.018706     0     0
   10        92.55        942.00        254.583      0.018720     0     0
   11        92.40        1034.40        251.916      0.018723     0     0
   12        92.78        1127.18        248.929      0.018719     0     0
   13        92.77        1219.95        245.621      0.018710     0     0
   14        95.37        1315.32        241.99      0.018697     0     0
   15        92.84        1408.16        238.032      0.018678     0     0
   16        92.72        1500.88        233.746      0.018655     0     0
   17        92.63        1593.51        229.13      0.018626     0     0
   18        92.74        1686.24        224.18      0.018591     0     0
   19        92.59        1778.83        218.896      0.018548     0     0
   20        92.74        1871.57        213.274      0.018497     0     0
   21        92.07        1963.65        207.31      0.018437     0     0
   22        92.27        2055.91         201      0.018365     0     0
   23        97.36        2153.27        194.34      0.018280     0     0
   24        92.73        2246.01        187.323      0.018181     0     0
   25        92.26        2338.26        179.94      0.018064     0     0
   26        96.24        2434.50        172.18      0.017926     0     0
   27        92.44        2526.94        164.027      0.017764     0     0
   28        92.59        2619.53        155.462      0.017572     0     0
   29        92.96        2712.50        146.455      0.017343     0     0
   30        98.08        2810.57        136.962      0.017070     0     0
   31        94.74        2905.32        126.92      0.016737     0     0
   32        96.72        3002.04        116.227      0.016327     0     0
   33        98.93        3100.96        104.715      0.015807     0     0
   34        102.65        3203.61        92.0691      0.015119     0     0
   35        99.65        3303.26        77.6017      0.014137     0     0
   36        99.10        3402.36        59.2645      0.012460     0     0
   37        118.71        3521.07        33.5385      0.008649     0     0
   38        153.99        3675.06        25.2443      0.006576     0     0
   39        329.98        4005.05        18.9861      0.004475     0     0
   40        342.56        4347.61        17.3      0.003738     0     0
   41        540.89        4888.50        14.4119      0.002360     0     0
   42        384.07        5272.57        12.8967      0.001541     0     0
   43        394.62        5667.20        11.9651      0.001017     0     0
   44        411.81        6079.00        11.308      0.000617     0     0
   45        441.81        6520.81        10.9445      0.000379     0     0
   46        446.64        6967.45        10.74      0.000238     0     0
   47        679.25        7646.70        10.6027      0.000142     0     0
   48        717.24        8363.94        10.5165      0.000081     0     0
   49        494.94        8858.88        10.47      0.000048     0     0
   50        513.79        9372.67        10.4407      0.000028     0     0
   51        519.03        9891.70        10.4258      0.000017     0     0
   52        526.07        10417.77        10.4153      0.000010     0     0
   53        528.03        10945.80        10.4077      0.000005     0     0
    0        266.15        11211.95        10.4048      0.000003     0     0
    1        265.07        11477.02        10.4048      0.000003     0     0
   54        2.64        11479.66        10.4048      0.000003     0     0
