# Kona Param. Contn. convergence history (opt tol = 1.124872e-06 | feas tol = 5.876281e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0         1     -5.302e+00     -5.302e+00     1.1249e+01     5.8763e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0         8     -3.442e+00     -6.232e-01     7.9378e+00     5.7671e+01      7.951e+00     3.9867e+00     4.7050e-03     9.991644e-01          
      1         1        17     -3.442e+00     -6.209e-01     7.9378e+00     5.7671e+01      7.951e+00     3.9867e+00     4.7152e-03     9.991644e-01          

      2         0        35     -3.494e+00      3.003e+00     7.9477e+00     5.7669e+01      7.964e+00     3.9878e+00     4.7150e-03     9.980609e-01          
      2         1        44     -3.460e+00      3.094e+00     7.9522e+00     5.7670e+01      7.943e+00     3.9826e+00     1.0944e-02     9.980609e-01          

      3         0        62     -4.278e+00      6.031e+01     9.6313e+00     5.7632e+01      8.687e+00     3.9979e+00     2.0138e-02     9.806642e-01          
      3         1        71     -3.743e+00      6.252e+01     9.7811e+00     5.7557e+01      8.367e+00     3.9139e+00     1.0947e-01     9.806642e-01          

      4         0        93     -4.557e+00      1.181e+02     1.3206e+01     5.7343e+01      1.008e+01     3.9247e+00     1.1069e-01     9.641005e-01          
      4         1       104     -4.021e+00      1.199e+02     1.3360e+01     5.7270e+01      9.788e+00     3.8402e+00     2.0388e-01     9.641005e-01          

      5         0       128     -4.872e+00      1.766e+02     1.7605e+01     5.6865e+01      1.270e+01     3.8493e+00     2.0559e-01     9.471698e-01          
      5         1       139     -4.309e+00      1.782e+02     1.7743e+01     5.6786e+01      1.241e+01     3.7562e+00     3.0137e-01     9.471698e-01          

      6         0       163     -5.246e+00      2.383e+02     2.2605e+01     5.6136e+01      1.708e+01     3.7640e+00     3.0408e-01     9.288240e-01          
      6         1       174     -4.626e+00      2.395e+02     2.2719e+01     5.6041e+01      1.682e+01     3.6556e+00     4.0827e-01     9.288240e-01          

      7         0       200     -5.705e+00      3.049e+02     2.8226e+01     5.5039e+01      2.443e+01     3.6615e+00     4.1268e-01     9.078607e-01          
      7         1       215     -5.012e+00      3.056e+02     2.8293e+01     5.4918e+01      2.424e+01     3.5287e+00     5.3243e-01     9.078607e-01          

      8         0       245     -6.300e+00      3.770e+02     3.4516e+01     5.3371e+01      3.717e+01     3.5326e+00     5.4009e-01     8.825994e-01          
      8         1       260     -5.519e+00      3.767e+02     3.4486e+01     5.3211e+01      3.716e+01     3.3600e+00     6.8549e-01     8.825994e-01          

      9         0       290     -7.082e+00      4.530e+02     4.1386e+01     5.0776e+01      6.040e+01     3.3620e+00     7.0015e-01     8.503649e-01          
      9         1       305     -6.129e+00      4.506e+02     4.1156e+01     5.0569e+01      6.079e+01     3.1228e+00     8.8744e-01     8.503649e-01          

     10         0       335     -8.073e+00      5.237e+02     4.8252e+01     4.6637e+01      1.049e+02     3.1228e+00     9.1950e-01     8.065150e-01          
     10         1       354     -7.032e+00      5.173e+02     4.7628e+01     4.6405e+01      1.059e+02     2.7679e+00     1.1754e+00     8.065150e-01          

     11         0       392     -9.257e+00      5.617e+02     5.3177e+01     3.9965e+01      1.911e+02     2.7560e+00     1.2612e+00     7.428098e-01          
     11         1       413     -8.462e+00      5.502e+02     5.1950e+01     3.9878e+01      1.913e+02     2.2007e+00     1.6125e+00     7.428098e-01          

     12         0       461     -9.873e+00      5.106e+02     5.1898e+01     2.9966e+01      3.341e+02     2.0969e+00     1.8699e+00     6.480309e-01          
     12         1       490     -1.125e+01      5.008e+02     5.0392e+01     3.0503e+01      3.269e+02     1.3034e+00     2.1896e+00     6.480309e-01          

     13         0       548     -8.374e+00      3.636e+02     4.2949e+01     1.9668e+01      4.581e+02     1.1411e+00     2.6387e+00     5.336115e-01          
     13         1       583     -1.401e+01      3.704e+02     4.2263e+01     2.0843e+01      4.435e+02     2.4787e-01     2.2424e+00     5.336115e-01          

     14         0       651     -6.717e+00      2.445e+02     3.4492e+01     1.3675e+01      4.842e+02     3.3338e-01     2.5721e+00     4.412176e-01          
     14         1       686     -1.394e+01      2.555e+02     3.4164e+01     1.4495e+01      4.774e+02     2.1841e-01     1.4415e+00     4.412176e-01          

     15         0       758     -6.046e+00      1.552e+02     2.7310e+01     9.2385e+00      4.629e+02     4.3799e-01     1.7033e+00     3.609251e-01          
     15         1       795     -1.089e+01      1.628e+02     2.6991e+01     9.8667e+00      4.602e+02     1.3415e-01     4.3239e-01     3.609251e-01          

     16         0       867     -5.060e+00      9.044e+01     2.1172e+01     5.9777e+00      4.122e+02     2.4874e-01     6.6109e-01     2.903990e-01          
     16         1       906     -6.671e+00      9.416e+01     2.0922e+01     6.4236e+00      4.109e+02     7.4712e-03     2.3737e-05     2.903990e-01          

     17         0       947     -3.937e+00      5.254e+01     1.6710e+01     4.0520e+00      3.561e+02     7.4516e-02     2.2021e-01     2.373906e-01          
     17         1       990     -4.317e+00      5.427e+01     1.6570e+01     4.2704e+00      3.555e+02     2.9171e-03     2.4853e-05     2.373906e-01          

     18         0      1033     -3.107e+00      3.010e+01     1.3409e+01     2.7653e+00      3.037e+02     5.0913e-02     1.3277e-01     1.961460e-01          
     18         1      1076     -3.361e+00      3.111e+01     1.3319e+01     2.9000e+00      3.034e+02     1.5247e-03     2.8136e-05     1.961460e-01          

     19         0      1119     -2.859e+00      1.613e+01     1.0734e+01     1.8553e+00      2.545e+02     3.7969e-02     9.4239e-02     1.612454e-01          
     19         1      1162     -3.105e+00      1.677e+01     1.0673e+01     1.9548e+00      2.543e+02     1.1495e-03     2.6656e-05     1.612454e-01          

     20         0      1205     -3.135e+00      8.222e+00     8.7024e+00     1.2929e+00      2.132e+02     2.8163e-02     5.6704e-02     1.338545e-01          
     20         1      1248     -3.411e+00      8.504e+00     8.6720e+00     1.3569e+00      2.130e+02     9.2835e-04     1.3286e-04     1.338545e-01          

     21         0      1291     -3.804e+00      4.561e+00     7.5419e+00     1.0473e+00      1.879e+02     1.7744e-02     1.8371e-02     1.178614e-01          
     21         1      1334     -3.980e+00      4.590e+00     7.5366e+00     1.0700e+00      1.878e+02     6.4541e-04     2.5585e-04     1.178614e-01          

     22         0      1377     -4.458e+00      2.493e+00     6.8852e+00     9.1683e-01      1.728e+02     1.0515e-02     6.1344e-03     1.085255e-01          
     22         1      1420     -4.555e+00      2.474e+00     6.8857e+00     9.2501e-01      1.727e+02     6.5141e-04     2.3165e-04     1.085255e-01          

     23         0      1463     -5.090e+00      9.283e-01     6.4029e+00     8.2313e-01      1.612e+02     9.0222e-03     3.7423e-03     1.015406e-01          
     23         1      1506     -5.171e+00      8.966e-01     6.4046e+00     8.2805e-01      1.611e+02     9.7029e-04     2.8627e-04     1.015406e-01          

     24         0      1592     -5.783e+00     -4.471e-01     5.9978e+00     7.4999e-01      1.512e+02     9.4776e-03     3.1212e-03     9.560681e-02          
     24         1      1635     -5.862e+00     -4.876e-01     6.0001e+00     7.5368e-01      1.511e+02     1.5034e-03     4.7724e-04     9.560681e-02          

     25         0      1721     -6.628e+00     -1.866e+00     5.6057e+00     6.8459e-01      1.413e+02     1.1916e-02     3.4265e-03     8.981521e-02          
     25         1      1764     -6.706e+00     -1.908e+00     5.6094e+00     6.8800e-01      1.412e+02     2.7743e-03     1.0157e-03     8.981521e-02          

     26         0      1850     -7.888e+00     -3.735e+00     5.1208e+00     6.1049e-01      1.287e+02     2.1095e-02     4.9351e-03     8.260946e-02          
     26         1      1893     -7.911e+00     -3.724e+00     5.1282e+00     6.1409e-01      1.287e+02     7.5037e-03     3.0091e-03     8.260946e-02          

     27         0      1979     -9.634e+00     -6.103e+00     4.5312e+00     5.2904e-01      1.129e+02     2.9030e-02     6.6626e-03     7.374052e-02          
     27         1      2022     -9.628e+00     -6.064e+00     4.5450e+00     5.3264e-01      1.129e+02     8.4264e-04     4.0158e-04     7.374052e-02          

     28         0      2065     -1.405e+01     -1.163e+01     3.2133e+00     3.6988e-01      7.688e+01     1.1653e-01     2.3237e-02     5.403673e-02          
     28         1      2108     -1.382e+01     -1.134e+01     3.2773e+00     3.7624e-01      7.705e+01     1.1808e-03     7.4211e-05     5.403673e-02          

     29         0      2151     -2.019e+01     -1.888e+01     1.5526e+00     1.9861e-01      2.747e+01     1.5691e-01     3.7272e-02     2.782103e-02          
     29         1      2194     -1.960e+01     -1.831e+01     1.6519e+00     1.9281e-01      2.795e+01     1.4657e-03     2.6308e-05     2.782103e-02          

     30         0      2237     -2.550e+01     -2.550e+01     4.6572e-02     9.2389e-02     -2.550e+01     4.6572e-02     9.2389e-02     0.000000e+00          
     30         1      2274     -2.550e+01     -2.550e+01     2.8077e-05     3.7129e-06     -2.550e+01     2.8077e-05     3.7129e-06     0.000000e+00          
     30         2      2299     -2.550e+01     -2.550e+01     2.7844e-10     9.7990e-11     -2.550e+01     2.7844e-10     9.7990e-11     0.000000e+00          
