# Kona Param. Contn. convergence history (opt tol = 6.884766e-07 | feas tol = 4.276096e-05)
# outer     inner      cost      objective     lagrangian       opt 2norm     S*Lam 2norm      feas 2norm       homotopy        hom opt       hom feas     mu               opt infty     S*Lam infty      feas infty     
      0         0         1      3.100e+01      3.100e+01     6.8848e+00     0.0000e+00     4.2761e+02     0.0000e+00     0.0000e+00     0.0000e+00     1.0000          3.0000e+00     0.0000e+00     1.2000e+01     

      1         0        10      3.098e+01      1.224e+02     8.7316e+00     2.1380e+00     4.2758e+02      3.836e-02     1.4313e-03     1.0278e-04     9.995000e-01          3.6000e+00     6.0000e-02     1.1999e+01     
      1         1        19      3.097e+01      1.224e+02     8.7302e+00     2.1389e+00     4.2757e+02      3.836e-02     1.1070e-06     2.8655e-06     9.995000e-01          3.5994e+00     6.0021e-02     1.1998e+01     

      2         0        28      3.075e+01      6.784e+02     2.0162e+01     1.5158e+01     4.2728e+02      1.259e+00     5.3029e-02     7.7441e-03     9.964576e-01          7.2417e+00     4.2532e-01     1.1983e+01     
      2         1        57      3.052e+01      6.785e+02     2.0000e+01     1.5175e+01     4.2693e+02      1.260e+00     6.5510e-06     2.1029e-07     9.964576e-01          7.1823e+00     4.2511e-01     1.1960e+01     

      3         0        66      2.980e+01      1.267e+03     3.1797e+01     2.9031e+01     4.2590e+02      4.421e+00     5.8848e-02     1.1579e-02     9.932244e-01          1.0897e+01     8.1193e-01     1.1895e+01     
      3         1        95      2.957e+01      1.265e+03     3.1339e+01     2.9016e+01     4.2555e+02      4.428e+00     1.1924e-05     8.0840e-07     9.932244e-01          1.0745e+01     8.0938e-01     1.1871e+01     

      4         0       104      2.840e+01      1.842e+03     4.2054e+01     4.2737e+01     4.2385e+02      9.491e+00     5.3543e-02     1.6867e-02     9.900093e-01          1.4095e+01     1.1875e+00     1.1756e+01     
      4         1       133      2.825e+01      1.839e+03     4.1413e+01     4.2703e+01     4.2361e+02      9.507e+00     1.4409e-05     1.6414e-06     9.900093e-01          1.3887e+01     1.1833e+00     1.1740e+01     

      5         0       150      2.666e+01      2.451e+03     5.1523e+01     5.7446e+01     4.2133e+02      1.716e+01     6.3356e-02     2.4155e-02     9.865310e-01          1.7029e+01     1.5814e+00     1.1574e+01     
      5         1       179      2.651e+01      2.447e+03     5.0576e+01     5.7381e+01     4.2109e+02      1.720e+01     5.8057e-06     1.8997e-05     9.865310e-01          1.6725e+01     1.5752e+00     1.1562e+01     

      6         0       196      2.467e+01      3.058e+03     5.8934e+01     7.2283e+01     4.1846e+02      2.741e+01     6.2416e-02     2.9684e-02     9.829800e-01          1.9302e+01     1.9667e+00     1.1362e+01     
      6         1       225      2.459e+01      3.054e+03     5.7896e+01     7.2210e+01     4.1831e+02      2.746e+01     1.6982e-05     1.6958e-05     9.829800e-01          1.8971e+01     1.9595e+00     1.1355e+01     

