# Kona Param. Contn. convergence history (opt tol = 1.321086e-06 | feas tol = 9.887564e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0         1      4.315e+01      4.315e+01     1.3211e+01     9.8876e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0         8      1.038e+02      1.087e+04     1.1702e+03     1.2166e+02      9.392e+03     1.0534e+03     1.0065e+02     1.000000e-01          
      1         1        23      2.099e+02      3.205e+02     2.0222e+02     3.5057e+00      3.172e+02     1.7898e+02     1.6865e-03     1.000000e-01          

      2         0        67      8.436e+01      8.610e+01     2.4010e+01     1.7043e-01      1.062e+02     2.2669e+01     1.4577e-01     2.156403e-02          
      2         1        84      2.478e+01      2.629e+01     6.3205e+00     1.8218e-01      6.585e+01     5.0637e+00     8.4094e-08     2.156403e-02          

      3         0       132      8.876e+00      1.111e+01     2.0313e+00     2.0091e-01      5.601e+01     9.9930e-01     6.9406e-03     1.719858e-02          
      3         1       153      7.386e+00      1.087e+01     1.3829e+00     2.4674e-01      5.694e+01     1.6628e-01     6.0014e-13     1.719858e-02          

      4         0       193      6.100e+00      9.505e+00     7.2034e-01     1.8905e-01      3.343e+01     1.1741e-01     3.9396e-02     8.326648e-03          
      4         1       214      6.682e+00      9.920e+00     6.5710e-01     1.6488e-01      3.360e+01     1.2066e-02     3.0498e-08     8.326648e-03          

      5         0       254      7.436e+00      9.842e+00     2.7120e-01     9.9019e-02      1.844e+01     5.0849e-02     2.7165e-02     2.978597e-03          
      5         1       275      8.055e+00      1.001e+01     2.3836e-01     7.6343e-02      1.848e+01     2.1067e-03     7.7255e-09     2.978597e-03          

      6         0       296      9.398e+00      1.001e+01     4.1433e-02     2.1289e-02      1.116e+01     1.2384e-02     9.6743e-03     4.077705e-04          
      6         1       317      9.669e+00      1.003e+01     3.2796e-02     1.2060e-02      1.116e+01     1.4560e-04     8.4757e-09     4.077705e-04          

      7         0       338      9.998e+00      1.001e+01     8.7784e-04     5.0378e-04      1.003e+01     4.9900e-04     2.9659e-04     7.094193e-06          
      7         1       359      1.001e+01      1.001e+01     5.7122e-04     2.1484e-04      1.003e+01     1.4614e-06     1.9840e-10     7.094193e-06          

      8         0       380      1.001e+01      1.001e+01     3.5975e-06     1.2054e-06      1.001e+01     1.5884e-06     9.6199e-08     3.679873e-08          
      8         1       395      1.001e+01      1.001e+01     2.9629e-06     1.1152e-06      1.001e+01     8.6923e-09     3.8679e-09     3.679873e-08          

      9         0       424      1.001e+01      1.001e+01     2.1616e-08     8.2953e-09      1.001e+01     8.7403e-09     3.8666e-09     2.328489e-10          

     10         0       453      1.001e+01      1.001e+01     8.7044e-08     3.8690e-09      1.001e+01     8.7044e-08     3.8690e-09     0.000000e+00          
