# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.13        0.13        264.654      0.000000     0     0
    1        0.64        0.77        264.418      0.000217     0     0
    2        0.58        1.35        263.942      0.001973     0     0
    3        0.61        1.96        262.981      0.010750     0     0
    4        0.62        2.58        261.086      0.046022     0     0
    5        0.68        3.25        257.724      0.134990     0     0
    6        0.68        3.93        254.023      0.207144     0     0
    7        0.68        4.62        249.396      0.249555     0     0
    8        0.71        5.33        243.284      0.272182     0     0
    9        0.69        6.02        235.673      0.283270     0     0
   10        0.75        6.76        226.783      0.288389     0     0
   11        0.78        7.54        216.766      0.290406     0     0
   12        0.84        8.39        205.655      0.290580     0     0
   13        0.88        9.27        193.387      0.289392     0     0
   14        0.91        10.18        179.869      0.286936     0     0
   15        0.95        11.13         165      0.283062     0     0
   16        1.01        12.14        148.658      0.277384     0     0
   17        1.07        13.21        130.665      0.269178     0     0
   18        1.22        14.43        110.703      0.257067     0     0
   19        1.45        15.88        88.1144      0.238015     0     0
   20        1.61        17.49        61.1376      0.203234     0     0
   21        2.50        19.99        20.2425      0.120055     0     0
    0        0.95        20.95        16.1246      0.063906     0   112
    1        0.91        21.86        15.5813      0.047863     0    46
    2        0.90        22.75        15.5249      0.048130     0    77
    3        0.90        23.65        14.9067      0.042162     0    56
    4        0.91        24.56        14.972      0.043062     0    83
    5        0.90        25.46        14.4182      0.037597     0    90
    6        0.91        26.37        14.5951      0.039247     0   101
    7        0.91        27.28        13.9798      0.033775     0    90
    8        0.91        28.19        14.2054      0.035786     0    81
    9        0.92        29.11        13.7231      0.031558     0    84
   10        0.92        30.03        13.8922      0.032451     0    80
   11        0.91        30.94        13.6342      0.030261     0    97
   12        0.90        31.84        13.699      0.030740     0    87
   13        0.91        32.75        13.5461      0.029107     0    82
   14        0.91        33.66        13.5939      0.029742     0    92
   15        0.90        34.57        13.4378      0.028156     0    88
   16        0.92        35.48        13.4979      0.028813     0    95
   17        0.92        36.40        13.3278      0.027186     0    90
   18        0.94        37.34        13.4019      0.027885     0    88
   19        0.94        38.29        13.1801      0.026050     0   110
   22        0.09        38.38        13.1801      0.026050     0   110
