# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.14        0.14        264.654      0.000000     0     0
    1        0.84        0.98        264.418      0.000217     0     0
    2        0.75        1.73        263.942      0.001973     0     0
    3        0.75        2.48        262.981      0.010750     0     0
    4        0.76        3.24        261.814      0.030033     0     0
    5        0.76        3.99        260.913      0.050172     0     0
    6        0.75        4.75        260.085      0.071445     0     0
    7        0.76        5.51        259.2      0.095596     0     0
    8        0.76        6.26        258.148      0.124062     0     0
    9        0.76        7.02        256.741      0.158476     0     0
   10        0.76        7.78        254.56      0.199337     0     0
   11        0.76        8.54        251.402      0.235524     0     0
   12        0.76        9.30        246.966      0.261167     0     0
   13        0.76        10.06        240.997      0.276679     0     0
   14        0.76        10.82        233.459      0.285045     0     0
   15        0.76        11.58        224.513      0.289089     0     0
   16        0.76        12.34        214.344      0.290585     0     0
   17        0.76        13.09        203.015      0.290427     0     0
   18        0.76        13.85        190.486      0.288958     0     0
   19        0.76        14.61        176.679      0.286206     0     0
   20        0.76        15.38        161.495      0.281973     0     0
   21        0.76        16.14        144.804      0.275813     0     0
   22        0.76        16.90        126.408      0.266896     0     0
   23        0.76        17.66        105.945      0.253600     0     0
   24        0.84        18.50        82.6185      0.232221     0     0
   25        0.88        19.38        54.161      0.190915     0     0
   26        3.30        22.68        15.1778      0.076733     0     0
   27        3.09        25.76        18.297      5.628530     0     0
   28        2.40        28.16        16.5835      0.283588     0     0
   29        1.56        29.72        16.2954      0.097735     0     0
   30        2.24        31.96        16.0816      0.056346     0     0
   31        1.47        33.42        15.622      0.052751     0     0
   32        1.51        34.94        14.7665      0.045672     0     0
   33        1.76        36.69        13.8575      0.037439     0     0
   34        1.99        38.68        13.0907      0.030179     0     0
   35        2.18        40.86        12.4543      0.023833     0     0
   36        2.32        43.18        11.9018      0.018225     0     0
   37        2.46        45.64        11.4443      0.013538     0     0
   38        3.90        49.54        11.1265      0.010237     0     0
   39        4.00        53.55        10.8973      0.007849     0     0
   40        4.05        57.59        10.6447      0.005292     0     0
   41        6.21        63.81        10.3948      0.002851     0     0
   42        5.01        68.82        10.234      0.001474     0     0
   43        5.47        74.28        10.1096      0.000442     0     0
   44        7.77        82.05        10.1059      0.000301     0     0
   45        5.40        87.45        10.0992      0.000230     0     0
   46        5.45        92.90        10.0922      0.000164     0     0
   47        8.52        101.42        10.0848      0.000057     0     0
   48        4.51        105.93        10.083      0.000032     0     0
   49        3.91        109.84        10.0818      0.000011     0     0
   50        3.87        113.71        10.0817      0.000005     0     0
    0        1.93        115.64        10.0817      0.000002     0     0
   51        0.13        115.76        10.0817      0.000002     0     0
