# Kona Param. Contn. convergence history (opt tol = 2.386485e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0     -----        20      2.647e+02      2.647e+02     2.3865e+00     0.0000e+00     ----------     ----------     ----------     1.0000     

      1         0        36      2.642e+02      2.642e+02     2.3865e+00     2.6087e-01      2.044e+01     1.4258e-02     2.0163e-02     0.9227062     
      1         1       227      2.642e+02      2.642e+02     2.3572e+00     2.6957e-01      2.044e+01     5.1091e-07     2.0784e-10     0.9227062     

      2         0       417      2.640e+02      2.640e+02     2.3414e+00     3.5136e-01      2.674e+01     2.1859e-03     2.2946e-03     0.8988510     
      2         1       607      2.640e+02      2.640e+02     2.3390e+00     3.4907e-01      2.674e+01     2.4768e-08     1.5830e-12     0.8988510     

      3         0       797      2.639e+02      2.639e+02     2.3257e+00     4.0806e-01      3.158e+01     1.6449e-03     1.3478e-03     0.8805236     
      3         1       987      2.639e+02      2.639e+02     2.3246e+00     4.0600e-01      3.158e+01     1.2151e-08     8.0470e-13     0.8805236     

      4         0      1177      2.638e+02      2.638e+02     2.3131e+00     4.5632e-01      3.603e+01     1.6404e-03     1.1127e-03     0.8636590     
      4         1      1367      2.638e+02      2.638e+02     2.3125e+00     4.5414e-01      3.603e+01     1.0351e-08     6.6267e-13     0.8636590     

      5         0      1558      2.637e+02      2.637e+02     2.3034e+00     4.9837e-01      4.032e+01     1.7387e-03     9.9426e-04     0.8473896     
      5         1      1748      2.637e+02      2.637e+02     2.3030e+00     4.9602e-01      4.032e+01     9.5857e-09     6.2569e-13     0.8473896     

      6         0      1939      2.636e+02      2.636e+02     2.2969e+00     5.3546e-01      4.461e+01     1.9343e-03     9.3966e-04     0.8311258     
      6         1      2129      2.636e+02      2.636e+02     2.2968e+00     5.3288e-01      4.461e+01     9.2920e-09     6.7530e-13     0.8311258     

      7         0      2320      2.635e+02      2.635e+02     2.2947e+00     5.6817e-01      4.903e+01     2.2517e-03     9.2911e-04     0.8143549     
      7         1      2510      2.635e+02      2.635e+02     2.2947e+00     5.6526e-01      4.903e+01     9.0877e-09     8.3856e-13     0.8143549     

      8         0      2701      2.633e+02      2.634e+02     2.2980e+00     5.9652e-01      5.372e+01     2.7429e-03     9.5389e-04     0.7965481     
      8         1      2891      2.633e+02      2.634e+02     2.2981e+00     5.9316e-01      5.372e+01     8.2987e-09     1.1989e-12     0.7965481     

      9         0      3082      2.632e+02      2.633e+02     2.3086e+00     6.1998e-01      5.885e+01     3.5051e-03     1.0102e-03     0.7770770     
      9         1      3272      2.632e+02      2.633e+02     2.3087e+00     6.1598e-01      5.885e+01     5.2980e-09     1.9820e-12     0.7770770     

     10         0      3464      2.630e+02      2.632e+02     2.3294e+00     6.3728e-01      6.464e+01     4.7224e-03     1.0949e-03     0.7551076     
     10         1      3655      2.630e+02      2.632e+02     2.3293e+00     6.3243e-01      6.465e+01     6.5664e-09     3.9431e-12     0.7551076     

     11         0      3847      2.628e+02      2.630e+02     2.3642e+00     6.4611e-01      7.142e+01     6.7625e-03     1.1976e-03     0.7294302     
     11         1      4038      2.628e+02      2.630e+02     2.3635e+00     6.4009e-01      7.142e+01     4.1180e-08     1.0668e-11     0.7294302     

     12         0      4230      2.626e+02      2.628e+02     2.4185e+00     6.4242e-01      7.966e+01     1.0416e-02     1.2787e-03     0.6981577     
     12         1      4421      2.626e+02      2.628e+02     2.4161e+00     6.3487e-01      7.967e+01     1.5862e-07     4.2931e-11     0.6981577     

     13         0      4613      2.623e+02      2.625e+02     2.4989e+00     6.1930e-01      9.022e+01     1.7521e-02     1.1984e-03     0.6581749     
     13         1      4804      2.623e+02      2.624e+02     2.4928e+00     6.1006e-01      9.023e+01     5.9310e-07     2.4405e-10     0.6581749     

     14         0      4996      2.618e+02      2.620e+02     2.6107e+00     5.6577e-01      1.045e+02     3.2595e-02     5.3342e-04     0.6042924     
     14         1      5187      2.617e+02      2.619e+02     2.5965e+00     5.5570e-01      1.045e+02     2.4363e-06     1.8756e-09     0.6042924     

     15         0      5379      2.609e+02      2.611e+02     2.7468e+00     4.6917e-01      1.243e+02     6.5741e-02     2.2368e-03     0.5292065     
     15         1      5571      2.608e+02      2.610e+02     2.7186e+00     4.6250e-01      1.244e+02     1.1043e-05     1.8888e-08     0.5292065     

     16         0      5763      2.594e+02      2.596e+02     2.8672e+00     3.3388e-01      1.509e+02     1.3124e-01     7.8133e-03     0.4288104     
     16         1      5955      2.591e+02      2.592e+02     2.8286e+00     3.3800e-01      1.511e+02     4.4645e-05     2.0762e-07     0.4288104     

     17         0      6148      2.565e+02      2.566e+02     2.9316e+00     1.9563e-01      1.829e+02     2.5963e-01     1.3247e-02     0.3069604     
     17         1      6341      2.554e+02      2.555e+02     2.8983e+00     2.1012e-01      1.836e+02     1.3861e-04     2.5978e-06     0.3069604     

