# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        1.98        1.98        264.654      0.000000     0     0
    1        87.03        89.01        264.607      0.000138     0     0
    2        84.83        173.85        264.509      0.001268     0     0
    3        85.70        259.55        264.43      0.002909     0     0
    4        85.82        345.38        264.37      0.004432     0     0
    5        84.03        429.41        264.311      0.006065     0     0
    6        83.89        513.29        264.242      0.007928     0     0
    7        84.11        597.40        264.154      0.010108     0     0
    8        84.06        681.46        264.019      0.012640     0     0
    9        83.84        765.29        263.767      0.015320     0     0
   10        85.05        850.35        263.204      0.017416     0     0
   11        83.96        934.31        261.858      0.018394     0     0
   12        83.74        1018.06        260.405      0.018601     0     0
   13        83.38        1101.44        258.579      0.018680     0     0
   14        83.47        1184.90        256.481      0.018710     0     0
   15        83.59        1268.50        254.061      0.018722     0     0
   16        83.49        1351.99        251.328      0.018723     0     0
   17        83.49        1435.47        248.275      0.018719     0     0
   18        84.42        1519.90        244.901      0.018708     0     0
   19        83.61        1603.50        241.203      0.018694     0     0
   20        86.31        1689.81        237.178      0.018674     0     0
   21        84.11        1773.93        232.824      0.018650     0     0
   22        84.83        1858.76        228.14      0.018622     0     0
   23        84.42        1943.18        223.122      0.018583     0     0
   24        86.01        2029.19        217.769      0.018539     0     0
   25        84.51        2113.70        212.076      0.018486     0     0
   26        83.48        2197.18        206.042      0.018423     0     0
   27        84.40        2281.58        199.661      0.018352     0     0
   28        84.46        2366.05        192.928      0.018261     0     0
   29        84.78        2450.83        185.836      0.018160     0     0
   30        85.56        2536.39        178.376      0.018037     0     0
   31        83.59        2619.98        170.537      0.017895     0     0
   32        84.49        2704.47        162.302      0.017729     0     0
   33        84.34        2788.81        153.649      0.017528     0     0
   34        84.49        2873.30        144.546      0.017293     0     0
   35        85.36        2958.65        134.946      0.017007     0     0
   36        84.37        3043.03        124.781      0.016660     0     0
   37        87.37        3130.40        113.937      0.016232     0     0
   38        87.14        3217.53        102.225      0.015683     0     0
   39        87.84        3305.38        89.2801      0.014948     0     0
   40        87.80        3393.18        74.2738      0.013874     0     0
   41        88.91        3482.09        54.47      0.011912     0     0
   42        101.41        3583.50        32.681      0.008459     0     0
   43        116.19        3699.70        24.3861      0.006399     0     0
   44        343.24        4042.93        18.782      0.004377     0     0
   45        367.03        4409.97        15.2247      0.002773     0     0
   46        392.44        4802.41        13.4249      0.001839     0     0
   47        411.30        5213.72        12.353      0.001238     0     0
   48        424.31        5638.03        11.5574      0.000774     0     0
   49        433.57        6071.60        11.0617      0.000458     0     0
   50        671.20        6742.79        10.7543      0.000248     0     0
   51        454.16        7196.96        10.6297      0.000161     0     0
   52        689.54        7886.50        10.5235      0.000086     0     0
   53        463.43        8349.93        10.4725      0.000049     0     0
   54        702.12        9052.05        10.4415      0.000028     0     0
   55        466.06        9518.11        10.4271      0.000018     0     0
   56        466.74        9984.85        10.4162      0.000011     0     0
   57        701.33        10686.18        10.4077      0.000005     0     0
    0        236.89        10923.07        10.4046      0.000003     0     0
    1        236.32        11159.39        10.4044      0.000003     0     0
    2        234.18        11393.57        10.4044      0.000003     0     0
    3        235.42        11628.99        10.4044      0.000003     0     0
    4        234.79        11863.78        10.4045      0.000003     0     0
   58        2.17        11865.95        10.4045      0.000003     0     0
