# Kona Param. Contn. convergence history (opt tol = 1.321086e-06 | feas tol = 9.887564e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0         1      4.315e+01      4.315e+01     1.3211e+01     9.8876e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0         9      3.543e+01      6.793e+03     7.8131e+02     1.1396e+02      3.393e+03     4.7042e+02     4.4948e+01     3.985523e-01          
      1         1        25      1.082e+02      3.762e+02     1.2794e+02     1.3326e+01      3.589e+02     6.5732e+01     2.0879e-04     3.985523e-01          

      2         0        59      6.791e+01      6.067e+01     1.6383e+01     1.8177e+00      2.363e+02     9.3391e+00     2.5435e+00     1.569475e-01          
      2         1        77      3.587e+01      4.560e+01     1.0204e+01     1.3462e+00      2.574e+02     1.1092e+00     3.6407e-06     1.569475e-01          

      3         0       113      3.114e+01      3.867e+01     8.5707e+00     1.0698e+00      2.345e+02     2.9153e-01     1.4842e-02     1.333190e-01          
      3         1       131      3.087e+01      3.850e+01     8.5336e+00     1.0832e+00      2.352e+02     1.0641e-03     1.1235e-08     1.333190e-01          

      4         0       151      1.764e+01      1.909e+01     3.8459e+00     3.0103e-01      1.028e+02     1.2695e+00     2.1685e-01     4.283960e-02          
      4         1       171      1.292e+01      1.637e+01     3.0983e+00     3.9280e-01      1.113e+02     2.5084e-01     4.8404e-07     4.283960e-02          

      5         0       209      7.380e+00      1.029e+01     1.6749e+00     2.7068e-01      6.091e+01     3.6120e-01     6.5393e-02     1.927288e-02          
      5         1       233      7.524e+00      1.103e+01     1.4848e+00     2.6251e-01      6.207e+01     1.1725e-01     3.3376e-06     1.927288e-02          

      6         0       275      6.045e+00      9.482e+00     8.2103e-01     2.0292e-01      3.680e+01     1.3416e-01     4.1004e-02     9.568474e-03          
      6         1       299      6.600e+00      9.945e+00     7.5233e-01     1.7975e-01      3.702e+01     1.6068e-02     6.1303e-06     9.568474e-03          

      7         0       345      7.105e+00      9.780e+00     3.3191e-01     1.1499e-01      2.042e+01     6.0360e-02     2.9986e-02     3.677339e-03          
      7         1       379      7.750e+00      9.986e+00     2.9384e-01     9.0859e-02      2.048e+01     3.0030e-03     2.4890e-06     3.677339e-03          

      8         0       413      9.155e+00      1.001e+01     6.0767e-02     2.9961e-02      1.171e+01     1.7164e-02     1.3040e-02     6.032264e-04          
      8         1       457      9.514e+00      1.003e+01     4.8479e-02     1.7637e-02      1.171e+01     2.4306e-04     7.6679e-06     6.032264e-04          

      9         0       503      9.982e+00      1.001e+01     1.7746e-03     1.0410e-03      1.005e+01     9.3263e-04     6.0826e-04     1.486900e-05          
      9         1       547      9.999e+00      1.001e+01     1.1938e-03     4.4626e-04      1.005e+01     2.8923e-05     6.2589e-06     1.486900e-05          

     10         0       593      1.001e+01      1.001e+01     1.5813e-04     5.5526e-05      1.002e+01     2.3965e-05     1.1900e-05     1.962108e-06          
     10         1       637      1.001e+01      1.001e+01     1.5764e-04     5.9614e-05      1.002e+01     3.8387e-06     8.2947e-07     1.962108e-06          

     11         0       727      1.001e+01      1.001e+01     2.6290e-05     9.7864e-06      1.001e+01     4.1578e-06     5.7732e-07     3.216104e-07          
     11         1       771      1.001e+01      1.001e+01     2.5895e-05     9.7701e-06      1.001e+01     6.5531e-07     2.8121e-07     3.216104e-07          

     12         0       817      1.001e+01      1.001e+01     4.6083e-06     1.2086e-06      1.001e+01     2.3126e-06     9.2439e-07     4.485794e-08          
     12         1       861      1.001e+01      1.001e+01     3.6204e-06     1.3583e-06      1.001e+01     1.4666e-07     4.6596e-09     4.485794e-08          

     13         0       907      1.001e+01      1.001e+01     5.9987e-07     1.6750e-07      1.001e+01     3.7810e-07     2.1101e-08     5.213548e-09          

     14         0       952      1.001e+01      1.001e+01     5.1054e-07     1.2365e-07      1.001e+01     3.7429e-07     2.1059e-08     3.732932e-09          

     15         0       997      1.001e+01      1.001e+01     3.7473e-07     3.5145e-08      1.001e+01     3.6378e-07     2.1539e-08     6.171958e-10          

     16         0      1042      1.001e+01      1.001e+01     3.6374e-07     2.2279e-08      1.001e+01     3.6320e-07     2.1597e-08     4.067026e-11          

     17         0      1087      1.001e+01      1.001e+01     3.6432e-07     2.1602e-08      1.001e+01     3.6432e-07     2.1602e-08     0.000000e+00          
