# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.49        0.49        264.654      0.000000     0     0
    1        6.48        6.97        264.542      0.000196     0     0
    2        6.29        13.27        264.314      0.001787     0     0
    3        6.29        19.56        263.985      0.006704     0     0
    4        6.31        25.87        263.741      0.012030     0     0
    5        6.72        32.60        263.528      0.017466     0     0
    6        6.31        38.91        263.305      0.023565     0     0
    7        6.32        45.23        263.045      0.030695     0     0
    8        6.32        51.55        262.702      0.039256     0     0
    9        6.33        57.88        262.172      0.049543     0     0
   10        6.33        64.21        261.127      0.061018     0     0
   11        6.32        70.53        258.974      0.069311     0     0
   12        6.35        76.88        255.569      0.072692     0     0
   13        6.36        83.23        251.646      0.073802     0     0
   14        6.34        89.57        247.155      0.074239     0     0
   15        6.33        95.91        242.07      0.074402     0     0
   16        6.33        102.24        236.375      0.074423     0     0
   17        6.34        108.58        230.058      0.074350     0     0
   18        6.34        114.92        223.108      0.074200     0     0
   19        6.36        121.28        215.515      0.073974     0     0
   20        6.34        127.62        207.268      0.073668     0     0
   21        6.34        133.96        198.355      0.073270     0     0
   22        6.50        140.46        188.759      0.072773     0     0
   23        6.51        146.97        178.46      0.072114     0     0
   24        6.43        153.41        167.429      0.071302     0     0
   25        6.51        159.91        155.623      0.070274     0     0
   26        6.34        166.25        142.979      0.068966     0     0
   27        6.84        173.09        129.391      0.067278     0     0
   28        7.66        180.75        114.679      0.065034     0     0
   29        7.64        188.39        98.4966      0.061941     0     0
   30        7.92        196.31        80.0753      0.057287     0     0
   31        8.24        204.56        57.1004      0.048894     0     0
   32        15.71        220.27        23.5953      0.024823     0     0
   33        16.62        236.89        19.1601      0.018388     0     0
   34        13.27        250.15        16.8942      0.014530     0     0
   35        16.90        267.06        15.4109      0.011713     0     0
   36        16.62        283.67        14.2976      0.009420     0     0
   37        14.74        298.41        13.2503      0.007101     0     0
   38        26.59        325.00        12.2505      0.004756     0     0
   39        28.45        353.45        11.4077      0.002736     0     0
   40        29.25        382.70        10.9609      0.001612     0     0
   41        30.77        413.47        10.7082      0.001003     0     0
   42        31.33        444.80        10.5416      0.000619     0     0
   43        31.39        476.19        10.4063      0.000338     0     0
   44        31.59        507.77        10.3271      0.000167     0     0
   45        31.67        539.45        10.2925      0.000098     0     0
   46        31.91        571.35        10.2712      0.000055     0     0
   47        31.95        603.30        10.2572      0.000028     0     0
   48        32.25        635.55        10.25      0.000013     0     0
   49        49.98        685.53        10.2473      0.000006     0     0
    0        16.23        701.76        10.2451      0.000003     0     0
    1        16.17        717.93        10.2452      0.000003     0     0
    2        16.16        734.09        10.2452      0.000003     0     0
   50        0.53        734.63        10.2452      0.000003     0     0
