# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        1.29        1.41        264.418      0.000217     0     0
    2        1.26        2.67        263.942      0.001973     0     0
    3        1.51        4.18        262.981      0.010750     0     0
    4        1.63        5.81        261.086      0.046022     0     0
    5        1.57        7.38        257.724      0.134990     0     0
    6        1.50        8.88        254.023      0.207144     0     0
    7        1.89        10.77        249.396      0.249555     0     0
    8        2.20        12.97        243.284      0.272182     0     0
    9        2.04        15.01        235.673      0.283270     0     0
   10        2.04        17.05        226.783      0.288389     0     0
   11        2.01        19.07        216.766      0.290406     0     0
   12        1.93        20.99        205.655      0.290581     0     0
   13        1.92        22.91        193.387      0.289393     0     0
   14        2.06        24.97        179.869      0.286936     0     0
   15        1.76        26.73         165      0.283062     0     0
   16        1.82        28.55        148.658      0.277385     0     0
   17        2.04        30.60        130.665      0.269183     0     0
   18        2.03        32.63        110.708      0.257073     0     0
   19        2.15        34.77        88.1331      0.238036     0     0
   20        2.23        37.01        61.1926      0.203324     0     0
   21        5.24        42.25        24.6416      0.106763     0     0
   22        8.24        50.49        18.0933      0.070699     0     0
   23        5.77        56.27        13.9069      0.038319     0     0
   24        5.36        61.62        12.2203      0.021533     0     0
   25        9.54        71.16        11.1832      0.010832     0     0
   26        11.76        82.92        10.7395      0.006212     0     0
    0        5.94        88.86        10.6355      0.005298     0     0
    1        5.86        94.71        10.6294      0.005242     0     0
    2        3.98        98.69        10.6272      0.005222     0     0
    3        3.91        102.61        10.6269      0.005221     0     0
    4        3.92        106.53        10.6277      0.005228     0     0
    5        3.91        110.44        10.6277      0.005229     0     0
    6        3.90        114.34        10.6278      0.005229     0     0
    7        3.92        118.26        10.6278      0.005229     0     0
    8        3.92        122.17        10.6278      0.005229     0     0
    9        3.87        126.04        10.6278      0.005229     0     0
   27        0.18        126.22        10.6278      0.005229     0     0
