# Kona Param. Contn. convergence history (opt tol = 1.193243e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0        24      2.647e+02      2.647e+02     1.1932e+00     0.0000e+00     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0        43      2.639e+02      2.639e+02     1.1932e+00     8.6713e-01      1.357e+02     3.1507e-01     4.4558e-01     4.861468e-01          
      1         1       115      2.635e+02      2.636e+02     1.3868e+00     2.0367e-01      1.360e+02     1.9443e-03     2.3477e-06     4.861468e-01          

      2         0       188      2.631e+02      2.631e+02     1.3089e+00     1.4029e-01      1.626e+02     4.8038e-01     5.8980e-02     3.853108e-01          
      2         1       244      2.630e+02      2.630e+02     1.4307e+00     1.4427e-01      1.627e+02     1.9837e-04     7.6822e-06     3.853108e-01          

      3         0       317      2.621e+02      2.621e+02     1.3240e+00     7.3395e-02      1.970e+02     5.7973e-01     3.7275e-02     2.548870e-01          
      3         1       373      2.617e+02      2.617e+02     1.4589e+00     8.1886e-02      1.973e+02     1.0087e-03     1.9508e-05     2.548870e-01          

      4         0       447      2.606e+02      2.606e+02     1.3203e+00     5.2364e-02      2.158e+02     6.5711e-01     2.8795e-02     1.839864e-01          
      4         1       518      2.601e+02      2.602e+02     1.4658e+00     5.4516e-02      2.162e+02     1.0458e-03     4.1704e-06     1.839864e-01          

      5         0       592      2.588e+02      2.588e+02     1.3201e+00     3.7907e-02      2.282e+02     7.0594e-01     2.1877e-02     1.374785e-01          
      5         1       665      2.583e+02      2.583e+02     1.4684e+00     3.8715e-02      2.286e+02     1.2199e-03     1.2715e-05     1.374785e-01          

      6         0       739      2.566e+02      2.566e+02     1.3197e+00     2.8669e-02      2.365e+02     7.4269e-01     1.7049e-02     1.063864e-01          
      6         1       804      2.561e+02      2.561e+02     1.4693e+00     2.8996e-02      2.370e+02     1.3034e-03     1.6054e-05     1.063864e-01          

      7         0       875      2.542e+02      2.542e+02     1.3187e+00     2.2369e-02      2.424e+02     7.6813e-01     1.3514e-02     8.446272e-02          
      7         1       949      2.537e+02      2.537e+02     1.4694e+00     2.2522e-02      2.430e+02     1.3861e-03     3.9363e-05     8.446272e-02          

      8         0      1037      2.514e+02      2.514e+02     1.3173e+00     1.7925e-02      2.468e+02     7.8682e-01     1.0903e-02     6.852522e-02          
      8         1      1130      2.509e+02      2.509e+02     1.4691e+00     1.8002e-02      2.474e+02     1.4429e-03     3.3789e-06     6.852522e-02          

      9         0      1216      2.483e+02      2.483e+02     1.3155e+00     1.4680e-02      2.501e+02     8.0085e-01     8.9319e-03     5.660169e-02          
      9         1      1307      2.478e+02      2.478e+02     1.4685e+00     1.4722e-02      2.507e+02     1.4863e-03     4.2001e-06     5.660169e-02          

