# Kona Param. Contn. convergence history (opt tol = 0.000000e+00 | feas tol = 6.897463e-06)
# outer     inner      cost      objective     lagrangian       opt 2norm     S*Lam 2norm      feas 2norm       homotopy        hom opt       hom feas     mu               opt infty     S*Lam infty      feas infty     
      0         0         1      0.000e+00      0.000e+00     0.0000e+00     0.0000e+00     6.8975e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000          0.0000e+00     0.0000e+00     2.5500e+01     

      1         0         8      0.000e+00      3.426e+00     4.3499e-02     4.8486e-01     6.8975e+01      1.243e-03     3.5285e-04     3.9867e-03     9.992752e-01          2.9718e-02     1.8483e-01     2.5500e+01     
      1         1        17      6.149e-11      3.451e+00     4.9025e-02     4.8685e-01     6.8974e+01      1.251e-03     6.8616e-09     7.6094e-09     9.992752e-01          3.3724e-02     1.8496e-01     2.5500e+01     

      2         0        26      1.086e-08      2.450e+01     3.1105e-01     3.4674e+00     6.8970e+01      6.368e-02     1.3350e-02     2.8499e-02     9.948231e-01          2.1247e-01     1.3216e+00     2.5498e+01     
      2         1        35      1.627e-07      2.474e+01     3.5143e-01     3.4906e+00     6.8955e+01      6.421e-02     4.5894e-06     2.8101e-06     9.948231e-01          2.4163e-01     1.3256e+00     2.5491e+01     

      3         0        44      1.192e-06      4.554e+01     5.7807e-01     6.4437e+00     6.8922e+01      2.196e-01     1.3770e-02     5.2566e-02     9.904260e-01          3.9457e-01     2.4537e+00     2.5474e+01     
      3         1        53      1.927e-06      4.590e+01     6.5190e-01     6.4743e+00     6.8908e+01      2.217e-01     1.4889e-05     1.7799e-05     9.904260e-01          4.4800e-01     2.4561e+00     2.5468e+01     

      4         0        62      7.183e-06      6.675e+01     8.4752e-01     9.4422e+00     6.8845e+01      4.748e-01     1.6606e-02     7.6585e-02     9.860089e-01          5.7812e-01     3.5896e+00     2.5437e+01     
      4         1        71      8.898e-06      6.723e+01     9.5503e-01     9.4804e+00     6.8830e+01      4.793e-01     3.5353e-05     5.5704e-05     9.860089e-01          6.5599e-01     3.5904e+00     2.5430e+01     

      5         0        80      2.428e-05      8.843e+01     1.1235e+00     1.2504e+01     6.8737e+01      8.431e-01     2.2802e-02     1.0085e-01     9.814990e-01          7.6587e-01     4.7425e+00     2.5385e+01     
      5         1        89      2.752e-05      8.902e+01     1.2653e+00     1.2550e+01     6.8721e+01      8.512e-01     7.5307e-05     1.2908e-04     9.814990e-01          8.6865e-01     4.7415e+00     2.5378e+01     

      6         0        98      6.292e-05      1.109e+02     1.4101e+00     1.5671e+01     6.8592e+01      1.349e+00     3.2539e-02     1.2565e-01     9.768218e-01          9.6064e-01     5.9249e+00     2.5315e+01     
      6         1       107      6.853e-05      1.116e+02     1.5874e+00     1.5725e+01     6.8575e+01      1.362e+00     1.4252e-04     2.5396e-04     9.768218e-01          1.0891e+00     5.9220e+00     2.5307e+01     

      7         0       116      1.402e-04      1.344e+02     1.7120e+00     1.8986e+01     6.8403e+01      2.029e+00     4.5960e-02     1.5126e-01     9.718952e-01          1.1655e+00     7.1489e+00     2.5224e+01     
      7         1       125      1.496e-04      1.352e+02     1.9261e+00     1.9048e+01     6.8384e+01      2.049e+00     2.4487e-04     4.5196e-04     9.718952e-01          1.3207e+00     7.1437e+00     2.5216e+01     

      8         0       134      2.845e-04      1.594e+02     2.0344e+00     2.2497e+01     6.8161e+01      2.942e+00     6.3535e-02     1.7795e-01     9.666245e-01          1.3839e+00     8.4266e+00     2.5109e+01     
      8         1       143      3.001e-04      1.603e+02     2.2872e+00     2.2566e+01     6.8139e+01      2.972e+00     4.0011e-04     7.5337e-04     9.666245e-01          1.5671e+00     8.4187e+00     2.5100e+01     

      9         0       152      5.437e-04      1.862e+02     2.3833e+00     2.6256e+01     6.7850e+01      4.176e+00     8.6124e-02     2.0599e-01     9.608940e-01          1.6198e+00     9.7692e+00     2.4961e+01     
      9         1       161      5.697e-04      1.872e+02     2.6772e+00     2.6332e+01     6.7825e+01      4.219e+00     6.4802e-04     1.2018e-03     9.608940e-01          1.8329e+00     9.7582e+00     2.4952e+01     

     10         0       172      1.002e-03      2.151e+02     2.7653e+00     3.0300e+01     6.7454e+01      5.854e+00     1.1527e-01     2.3538e-01     9.545970e-01          1.8778e+00     1.1188e+01     2.4777e+01     
     10         1       181      1.041e-03      2.163e+02     3.1013e+00     3.0379e+01     6.7425e+01      5.917e+00     1.0878e-03     1.8513e-03     9.545970e-01          2.1212e+00     1.1163e+01     2.4765e+01     

     11         0       192      1.805e-03      2.470e+02     3.1915e+00     3.4734e+01     6.6940e+01      8.208e+00     1.5264e-01     2.6661e-01     9.474826e-01          2.1647e+00     1.2690e+01     2.4538e+01     
     11         1       203      1.866e-03      2.481e+02     3.5703e+00     3.4810e+01     6.6904e+01      8.301e+00     2.5005e-03     1.6643e-03     9.474826e-01          2.4390e+00     1.2649e+01     2.4525e+01     

