# Kona Param. Contn. convergence history (opt tol = 9.179767e-05 | feas tol = 8.570006e-06)
# outer     inner      cost      objective     lagrangian       opt 2norm     S*Lam 2norm      feas 2norm       homotopy        hom opt       hom feas     mu               opt infty     S*Lam infty      feas infty     
      0         0         1      1.434e+03      1.434e+03     9.1798e+02     0.0000e+00     8.5700e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000          2.6250e+02     0.0000e+00     1.3000e+01     

      1         0        10      1.017e+03      1.021e+03     7.5824e+02     4.6134e-01     8.6556e+01      6.767e-01     8.9459e-02     1.4144e-03     9.994577e-01          1.9283e+02     7.0501e-02     1.3700e+01     
      1         1        21      1.073e+03      1.077e+03     7.8268e+02     4.6475e-01     8.6434e+01      6.733e-01     3.0127e-04     1.1278e-05     9.994577e-01          2.0722e+02     7.3614e-02     1.3572e+01     

      2         0        32      1.671e+02      1.925e+02     2.4808e+02     2.7948e+00     9.0136e+01      3.072e+00     1.5669e+00     2.5829e-02     9.967564e-01          5.4939e+01     4.5313e-01     1.5893e+01     
      2         1        45      4.099e+02      4.353e+02     4.5956e+02     2.8385e+00     8.8570e+01      2.487e+00     9.9365e-03     1.0456e-03     9.967564e-01          1.0116e+02     4.7899e-01     1.4790e+01     

      3         0        60      4.246e+01      1.381e+02     1.3921e+02     1.0105e+01     9.3248e+01      6.960e+00     4.6151e+00     8.7214e-02     9.886099e-01          5.7850e+01     1.7575e+00     1.6901e+01     
      3         1        77      1.032e+02      1.975e+02     2.0978e+02     1.0211e+01     9.0626e+01      4.607e+00     3.0579e-02     5.0772e-03     9.886099e-01          4.1696e+01     1.7869e+00     1.5604e+01     

      4         0        96      8.235e+00      2.641e+02     5.4402e+01     2.6848e+01     9.2827e+01      1.000e+01     4.6574e+00     1.1166e-01     9.703470e-01          1.7243e+01     4.7434e+00     1.6224e+01     
      4         1       121      2.875e+01      2.818e+02     9.4837e+01     2.6928e+01     9.1037e+01      9.005e+00     2.0314e-02     2.4873e-03     9.703470e-01          1.7598e+01     4.7262e+00     1.5706e+01     

