# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.47        0.47        264.654      0.000000     0     0
    1        2.69        3.16        264.542      0.000208     0   512
    2        2.42        5.58        264.314      0.001896     0   512
    3        2.47        8.06        263.857      0.009880     0   512
    4        2.48        10.53        263.4      0.021984     0   512
    5        2.98        13.51        262.988      0.033559     0   512
    6        2.97        16.48        262.34      0.048170     0   512
    7        2.99        19.47        261.058      0.062645     0   512
    8        2.86        22.32        257.992      0.071363     0   512
    9        2.87        25.20        254.24      0.073539     0   512
   10        3.01        28.21        249.923      0.074244     0   512
   11        2.87        31.07        244.967      0.074497     0   512
   12        3.23        34.30        239.375      0.074554     0   512
   13        3.46        37.77        233.132      0.074501     0   512
   14        3.73        41.50        226.233      0.074365     0   512
   15        4.25        45.75        218.67      0.074153     0   512
   16        4.37        50.12        210.434      0.073863     0   512
   17        4.86        54.98        201.517      0.073481     0   512
   18        5.10        60.08        191.905      0.072992     0   512
   19        5.59        65.67        181.582      0.072372     0   512
   20        5.61        71.28        170.521      0.071590     0   512
   21        5.62        76.90        158.684      0.070601     0   512
   22        5.65        82.55        145.998      0.069339     0   512
   23        5.32        87.87        132.418      0.067718     0   512
   24        6.32        94.19        117.756      0.065579     0   512
   25        6.33        100.52        101.658      0.062639     0   512
   26        6.45        106.97        83.555      0.058307     0   512
   27        6.65        113.62        61.2662      0.050706     0   512
   28        29.85        143.47        24.3111      0.025387     0   512
   29        38.57        182.04        18.3235      0.017027     0   512
   30        44.21        226.24        14.6425      0.010145     0   512
   31        33.66        259.90        12.7541      0.005955     0   512
   32        40.09        299.99        11.6377      0.003293     0   512
   33        29.16        329.15        11.1262      0.002026     0   512
   34        46.95        376.10        10.8105      0.001248     0   512
   35        49.91        426.01        10.6088      0.000770     0   512
   36        57.47        483.48        10.4535      0.000426     0   512
   37        64.36        547.85        10.3622      0.000237     0   512
   38        45.59        593.44        10.3168      0.000146     0   510
   39        48.26        641.69        10.2891      0.000091     0     0
   40        46.43        688.12        10.2691      0.000050     0     0
   41        45.36        733.48        10.256      0.000026     0     0
   42        45.67        779.15        10.2488      0.000010     0     0
   43        95.74        874.89        10.2446      0.000002     0     0
