# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.48        0.48        264.654      0.000000     0     0
    1        2.72        3.20        264.542      0.000208     0   512
    2        2.45        5.65        264.314      0.001896     0   512
    3        2.48        8.13        263.857      0.009880     0   512
    4        2.51        10.64        263.4      0.021984     0   512
    5        3.02        13.65        262.988      0.033559     0   512
    6        3.01        16.66        262.34      0.048170     0   512
    7        3.01        19.68        261.058      0.062645     0   512
    8        2.92        22.59        257.992      0.071363     0   512
    9        2.91        25.50        254.24      0.073539     0   512
   10        3.03        28.53        249.923      0.074244     0   512
   11        2.90        31.43        244.967      0.074497     0   512
   12        3.26        34.68        239.375      0.074554     0   512
   13        3.49        38.17        233.132      0.074501     0   512
   14        3.77        41.94        226.233      0.074365     0   512
   15        4.28        46.22        218.67      0.074153     0   512
   16        4.41        50.63        210.434      0.073863     0   512
   17        4.90        55.53        201.517      0.073481     0   512
   18        5.16        60.69        191.905      0.072992     0   512
   19        5.65        66.34        181.582      0.072372     0   512
   20        5.68        72.02        170.521      0.071590     0   512
   21        5.69        77.71        158.684      0.070601     0   512
   22        5.72        83.43        145.998      0.069339     0   512
   23        5.37        88.80        132.418      0.067718     0   512
   24        6.46        95.26        117.756      0.065579     0   512
   25        6.38        101.64        101.658      0.062639     0   512
   26        6.42        108.06        83.555      0.058307     0   512
   27        6.63        114.69        61.2662      0.050706     0   512
   28        29.47        144.16        24.3111      0.025387     0   512
   29        34.44        178.60        18.3312      0.017027     0   512
   30        36.66        215.26        14.4935      0.009827     0   512
   31        37.76        253.03        12.6693      0.005757     0   512
   32        39.63        292.65        11.6809      0.003399     0   512
   33        28.89        321.54        11.1423      0.002066     0   512
   34        46.77        368.31        10.8151      0.001260     0   512
   35        49.73        418.04        10.6105      0.000774     0   512
   36        53.69        471.73        10.455      0.000430     0   512
   37        60.28        532.01        10.3629      0.000239     0   512
   38        41.76        573.77        10.3171      0.000147     0   510
   39        44.95        618.72        10.2892      0.000091     0     0
   40        46.18        664.90        10.2692      0.000050     0     0
   41        45.76        710.66        10.256      0.000026     0     0
   42        48.19        758.85        10.2489      0.000010     0     0
   43        98.03        856.88        10.2447      0.000002     0     0
