# Kona Param. Contn. convergence history (opt tol = 4.772971e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0        18      2.647e+02      2.647e+02     4.7730e+00     0.0000e+00     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0        33      2.644e+02      2.644e+02     4.7730e+00     6.9208e-02      2.712e+00     5.0176e-04     7.0959e-04     9.897470e-01          
      1         1       100      2.644e+02      2.644e+02     4.7719e+00     6.9873e-02      2.712e+00     1.7224e-11     7.0094e-14     9.897470e-01          

      2         0       159      2.640e+02      2.640e+02     4.7704e+00     2.0813e-01      8.025e+00     1.9829e-03     4.8976e-03     9.696380e-01          
      2         1       226      2.639e+02      2.639e+02     4.7638e+00     2.0993e-01      8.025e+00     7.5176e-09     2.7397e-12     9.696380e-01          

      3         0       295      2.630e+02      2.630e+02     4.7569e+00     4.8230e-01      1.822e+01     8.8203e-03     2.4852e-02     9.309178e-01          
      3         1       363      2.630e+02      2.630e+02     4.7257e+00     4.8244e-01      1.823e+01     9.5893e-07     6.5464e-11     9.309178e-01          

      4         0       432      2.618e+02      2.619e+02     4.7222e+00     7.9347e-01      2.997e+01     3.0598e-02     6.4788e-02     8.861582e-01          
      4         1       501      2.618e+02      2.619e+02     4.6580e+00     7.7793e-01      2.997e+01     1.2307e-05     1.0432e-10     8.861582e-01          

      5         0       570      2.609e+02      2.610e+02     4.6913e+00     9.8283e-01      3.871e+01     7.8892e-02     1.0220e-01     8.527035e-01          
      5         1       639      2.609e+02      2.611e+02     4.6116e+00     9.6576e-01      3.871e+01     2.2408e-05     2.0524e-11     8.527035e-01          

      6         0       708      2.601e+02      2.602e+02     4.6750e+00     1.1180e+00      4.657e+01     1.4334e-01     1.3956e-01     8.225445e-01          
      6         1       776      2.601e+02      2.603e+02     4.5903e+00     1.1004e+00      4.658e+01     3.7596e-05     3.5716e-11     8.225445e-01          

      7         0       845      2.592e+02      2.594e+02     4.6732e+00     1.2221e+00      5.478e+01     2.3002e-01     1.7916e-01     7.909654e-01          
      7         1       913      2.592e+02      2.596e+02     4.6008e+00     1.2011e+00      5.481e+01     7.0960e-05     6.0616e-11     7.909654e-01          

      8         0       982      2.582e+02      2.584e+02     4.6929e+00     1.2927e+00      6.424e+01     3.5259e-01     2.2158e-01     7.545849e-01          
      8         1      1050      2.581e+02      2.587e+02     4.6599e+00     1.2655e+00      6.428e+01     1.4698e-04     1.9414e-10     7.545849e-01          

