# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        2.51        2.51        264.654      0.000000     0     0
    0        29.49        32.00        264.452      0.002531     0   2048
    1        27.27        59.28        264.452      0.002531     0   2048
    0        30.24        89.52        264.415      0.003455     0   2048
    2        26.92        116.44        264.415      0.003455     0   2048
    0        26.80        143.25        264.385      0.004251     0   2048
    3        26.06        169.31        264.385      0.004251     0   2048
    0        26.77        196.07        264.354      0.005108     0   2048
    4        25.88        221.95        264.354      0.005108     0   2048
    0        26.91        248.86        264.321      0.006035     0   2048
    5        28.16        277.02        264.321      0.006035     0   2048
    0        29.36        306.38        264.286      0.007048     0   2048
    6        25.78        332.16        264.286      0.007048     0   2048
    0        26.93        359.09        264.245      0.008169     0   2048
    7        25.96        385.05        264.245      0.008169     0   2048
    0        26.68        411.73        264.197      0.009417     0   2048
    8        25.93        437.66        264.197      0.009417     0   2048
    0        26.64        464.30        264.137      0.010810     0   2048
    9        25.93        490.23        264.137      0.010810     0   2048
    0        27.03        517.25        264.057      0.012353     0   2048
   10        26.02        543.27        264.057      0.012353     0   2048
    0        26.58        569.85        263.94      0.014002     0   2048
   11        25.76        595.61        263.94      0.014002     0   2048
    0        27.04        622.65        263.758      0.015613     0   2048
   12        25.56        648.21        263.758      0.015613     0   2048
    0        27.08        675.29        263.463      0.016945     0   2048
   13        25.84        701.13        263.463      0.016945     0   2048
    0        26.93        728.05        262.972      0.017848     0   2048
   14        25.57        753.63        262.972      0.017848     0   2048
    0        27.31        780.94        262.071      0.018379     0   2048
   15        26.26        807.20        262.071      0.018379     0   2048
    0        27.64        834.84        260.292      0.018631     0   2048
   16        25.93        860.77        260.292      0.018631     0   2048
    0        26.66        887.43        258.591      0.018695     0   2048
   17        25.93        913.36        258.591      0.018695     0   2048
    0        26.93        940.29        256.392      0.018722     0   2048
   18        25.98        966.27        256.392      0.018722     0   2048
    0        27.05        993.32        253.958      0.018731     0   2048
   19        25.86        1019.18        253.958      0.018731     0   2048
    0        26.39        1045.57        251.174      0.018731     0   2048
   20        25.86        1071.43        251.174      0.018731     0   2048
    0        26.88        1098.32        248.075      0.018725     0   2048
   21        25.72        1124.04        248.075      0.018725     0   2048
    0        26.96        1151.00        244.647      0.018714     0   2048
   22        25.60        1176.60        244.647      0.018714     0   2048
    0        26.86        1203.46        240.891      0.018698     0   2048
   23        26.35        1229.80        240.891      0.018698     0   2048
    0        27.17        1256.97        236.805      0.018678     0   2048
   24        26.04        1283.01        236.805      0.018678     0   2048
    0        26.62        1309.64        232.386      0.018653     0   2048
   25        26.25        1335.89        232.386      0.018653     0   2048
    0        27.92        1363.80        227.633      0.018621     0   2048
   26        26.15        1389.95        227.633      0.018621     0   2048
    0        26.67        1416.63        222.543      0.018583     0   2048
   27        25.91        1442.54        222.543      0.018583     0   2048
    0        27.19        1469.73        217.114      0.018538     0   2048
   28        26.44        1496.17        217.114      0.018538     0   2048
    0        31.65        1527.82        211.343      0.018483     0   2048
   29        28.82        1556.65        211.343      0.018483     0   2048
    0        26.91        1583.55        205.226      0.018418     0   2048
   30        25.75        1609.30        205.226      0.018418     0   2048
    0        26.91        1636.20        198.76      0.018342     0   2048
   31        25.55        1661.75        198.76      0.018342     0   2048
    0        26.93        1688.68        191.939      0.018252     0   2048
   32        25.75        1714.42        191.939      0.018252     0   2048
    0        29.09        1743.52        184.756      0.018146     0   2048
   33        25.56        1769.08        184.756      0.018146     0   2048
    0        29.32        1798.40        177.202      0.018021     0   2048
   34        25.87        1824.26        177.202      0.018021     0   2048
    0        29.09        1853.35        169.264      0.017874     0   2048
   35        25.95        1879.30        169.264      0.017874     0   2048
    0        28.86        1908.16        160.925      0.017700     0   2048
   36        25.64        1933.80        160.925      0.017700     0   2048
    0        28.96        1962.76        152.161      0.017494     0   2048
   37        27.83        1990.59        152.161      0.017494     0   2048
    0        28.67        2019.26        142.939      0.017249     0   2048
   38        27.77        2047.03        142.939      0.017249     0   2048
    0        29.08        2076.10        133.208      0.016954     0   2048
   39        31.06        2107.16        133.208      0.016954     0   2048
    0        34.51        2141.67        122.892      0.016593     0   2048
   40        29.86        2171.53        122.892      0.016593     0   2048
    0        32.28        2203.81        111.868      0.016143     0   2048
   41        29.92        2233.73        111.868      0.016143     0   2048
    0        28.72        2262.45        99.9193      0.015565     0   2048
   42        29.56        2292.01        99.9193      0.015565     0   2048
    0        70.10        2362.12        86.6244      0.014780     0   2048
   43        69.57        2431.68        86.6244      0.014780     0   2048
    0        71.65        2503.34        70.959      0.013597     0   2048
   44        70.03        2573.36        70.959      0.013597     0   2048
    0        75.86        2649.22        49.1327      0.011230     0   2048
   45        77.54        2726.76        49.1327      0.011230     0   2048
    0        86.81        2813.57        31.0489      0.008079     0   2048
   46        88.24        2901.80        31.0489      0.008079     0   2048
    0        90.18        2991.99        23.9756      0.006186     0   2048
    1        87.81        3079.80        23.9305      0.006186     0   2048
   47        91.75        3171.55        23.9305      0.006186     0   2048
    0        93.57        3265.12        18.8671      0.004372     0   2048
    1        94.18        3359.30        18.7968      0.004372     0   2048
   48        97.04        3456.33        18.7968      0.004372     0   2048
    0        99.36        3555.69        15.3204      0.002796     0   2048
    1        97.10        3652.80        15.2756      0.002796     0   2048
   49        100.25        3753.05        15.2756      0.002796     0   2048
    0        103.13        3856.18        13.3762      0.001802     0   2048
    1        104.82        3960.99        13.3609      0.001802     0   2048
   50        110.29        4071.28        13.3609      0.001802     0   2048
    0        111.06        4182.34        12.274      0.001192     0   2048
    1        113.34        4295.69        12.27      0.001192     0   2048
   51        123.47        4419.15        12.27      0.001192     0   2048
    0        119.76        4538.91        11.5119      0.000745     0   2048
    1        123.41        4662.32        11.5126      0.000745     0   2048
   52        144.25        4806.57        11.5126      0.000745     0   2048
    0        136.92        4943.49        11.0647      0.000460     0   2048
    1        140.44        5083.93        11.0642      0.000460     0   2048
   53        148.90        5232.83        11.0642      0.000460     0   2048
    0        161.33        5394.16        10.7963      0.000277     0   2046
    1        165.16        5559.32        10.7961      0.000277     0   2046
   54        164.03        5723.35        10.7961      0.000277     0   2046
    0        162.34        5885.69        10.6692      0.000188     0   2044
   55        160.90        6046.59        10.6692      0.000188     0   2044
    0        165.95        6212.54        10.5486      0.000103     0   1948
    1        161.64        6374.17        10.5487      0.000103     0   1948
   56        162.10        6536.27        10.5487      0.000103     0   1948
    0        163.91        6700.18        10.4669      0.000050     0     0
    1        164.09        6864.28        10.4572      0.000042     0     0
    2        163.86        7028.14        10.4502      0.000036     0     0
   57        177.29        7205.43        10.4502      0.000036     0     0
    0        165.88        7371.31        10.4534      0.000039     0     0
    1        184.28        7555.60        10.4544      0.000040     0     0
    2        164.98        7720.58        10.4547      0.000040     0     0
    3        164.24        7884.82        10.4553      0.000040     0     0
    4        164.34        8049.16        10.4551      0.000040     0     0
    5        163.58        8212.74        10.455      0.000040     0     0
    6        163.86        8376.60        10.455      0.000040     0     0
    7        163.96        8540.55        10.4551      0.000040     0     0
    8        164.34        8704.89        10.4551      0.000040     0     0
    9        164.18        8869.07        10.4551      0.000040     0     0
   58        1.50        8870.57        10.4551      0.000040     0     0
