# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        0.87        0.99        264.418      0.000217     0     0
    2        0.79        1.78        263.942      0.001973     0     0
    3        1.05        2.83        262.981      0.010750     0     0
    4        1.10        3.93        261.814      0.030033     0     0
    5        1.17        5.09        260.913      0.050172     0     0
    6        1.20        6.29        260.085      0.071445     0     0
    7        1.19        7.49        259.2      0.095596     0     0
    8        1.19        8.68        258.148      0.124062     0     0
    9        0.98        9.66        256.741      0.158476     0     0
   10        0.82        10.48        254.56      0.199337     0     0
   11        0.82        11.29        251.402      0.235524     0     0
   12        0.83        12.12        246.966      0.261167     0     0
   13        0.82        12.94        240.997      0.276679     0     0
   14        0.82        13.75        233.459      0.285045     0     0
   15        0.81        14.56        224.513      0.289089     0     0
   16        0.81        15.38        214.344      0.290585     0     0
   17        0.81        16.19        203.015      0.290427     0     0
   18        0.82        17.01        190.486      0.288958     0     0
   19        0.83        17.84        176.679      0.286206     0     0
   20        0.82        18.65        161.495      0.281973     0     0
   21        0.82        19.47        144.804      0.275813     0     0
   22        0.82        20.29        126.408      0.266895     0     0
   23        0.81        21.10        105.945      0.253600     0     0
   24        0.85        21.95        82.6185      0.232220     0     0
   25        0.92        22.87        54.1605      0.190916     0     0
   26        1.65        24.51        16.6481      0.076490     0     0
   27        1.65        26.16        17.6647      0.069248     0     0
   28        1.15        27.31        16.8804      0.062285     0     0
   29        1.18        28.49        15.5703      0.052382     0     0
   30        1.18        29.67        14.4787      0.043058     0     0
   31        1.26        30.94        13.5795      0.034935     0     0
   32        1.30        32.24        12.8873      0.028128     0     0
   33        1.51        33.75        12.2595      0.021894     0     0
   34        1.44        35.19        11.7468      0.016624     0     0
   35        1.40        36.59        11.3175      0.012234     0     0
   36        2.02        38.61        11.0547      0.009482     0     0
   37        2.44        41.05        10.8239      0.007094     0     0
   38        3.94        44.98        10.5534      0.004454     0     0
   39        4.31        49.30        10.372      0.002634     0     0
   40        4.07        53.37        10.1988      0.001344     0     0
   41        4.62        57.99        10.1044      0.000330     0     0
   42        3.65        61.64        10.1035      0.000276     0     0
   43        3.69        65.33        10.0967      0.000202     0     0
   44        5.45        70.78        10.0893      0.000118     0     0
   45        3.85        74.63        10.0848      0.000061     0     0
   46        3.97        78.60        10.0833      0.000036     0     0
   47        3.92        82.52        10.0819      0.000014     0     0
   48        3.93        86.44        10.0817      0.000006     0     0
   49        3.89        90.34        10.0817      0.000001     0     0
   50        0.20        90.53        10.0818      0.000001     0     0
