# Kona Param. Contn. convergence history (opt tol = 4.898979e-06 | feas tol = 4.274342e-05)
# outer     inner      cost      objective     lagrangian       opt 2norm     S*Lam 2norm      feas 2norm       homotopy        hom opt       hom feas     mu               opt infty     S*Lam infty      feas infty     
      0         0         1      1.200e+01      1.200e+01     4.8990e+00     0.0000e+00     4.2743e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000          1.0000e+00     0.0000e+00     1.1000e+01     

      1         0        10      1.197e+01      1.409e+01     4.9018e+00     4.9539e-01     4.2742e+01      1.516e-02     5.7574e-04     5.8077e-05     9.988382e-01          1.0023e+00     1.2780e-01     1.1000e+01     
      1         1        47      1.197e+01      1.410e+01     4.9018e+00     4.9594e-01     4.2742e+01      1.516e-02     3.1850e-06     2.4316e-06     9.988382e-01          1.0023e+00     1.2795e-01     1.1000e+01     

      2         0        88      1.187e+01      2.182e+01     4.9122e+00     2.3233e+00     4.2734e+01      9.207e-02     7.8829e-03     8.8613e-04     9.945615e-01          1.0109e+00     5.9940e-01     1.1000e+01     
      2         1       137      1.187e+01      2.185e+01     4.9119e+00     2.3300e+00     4.2726e+01      9.213e-02     1.6650e-08     2.3100e-08     9.945615e-01          1.0109e+00     6.0113e-01     1.0997e+01     

      3         0       178      1.176e+01      2.974e+01     4.9219e+00     4.1955e+00     4.2702e+01      2.047e-01     8.2270e-03     8.6313e-04     9.902231e-01          1.0196e+00     1.0825e+00     1.0992e+01     
      3         1       227      1.176e+01      2.976e+01     4.9215e+00     4.2010e+00     4.2694e+01      2.050e-01     1.4931e-08     8.0082e-09     9.902231e-01          1.0195e+00     1.0839e+00     1.0989e+01     

      4         0       268      1.166e+01      3.772e+01     4.9310e+00     6.0836e+00     4.2653e+01      3.547e-01     8.4034e-03     8.2450e-04     9.858632e-01          1.0282e+00     1.5696e+00     1.0981e+01     
      4         1       317      1.166e+01      3.773e+01     4.9305e+00     6.0877e+00     4.2644e+01      3.553e-01     1.7516e-08     4.8016e-09     9.858632e-01          1.0282e+00     1.5706e+00     1.0977e+01     

      5         0       358      1.155e+01      4.587e+01     4.9395e+00     8.0134e+00     4.2585e+01      5.482e-01     8.8342e-03     8.0698e-04     9.814110e-01          1.0370e+00     2.0674e+00     1.0964e+01     
      5         1       407      1.155e+01      4.588e+01     4.9390e+00     8.0161e+00     4.2576e+01      5.494e-01     1.9730e-08     4.3674e-09     9.814110e-01          1.0370e+00     2.0680e+00     1.0961e+01     

      6         0       448      1.143e+01      5.431e+01     4.9476e+00     1.0011e+01     4.2496e+01      7.952e-01     9.5419e-03     8.0617e-04     9.767951e-01          1.0461e+00     2.5825e+00     1.0942e+01     
      6         1       497      1.143e+01      5.431e+01     4.9471e+00     1.0012e+01     4.2486e+01      7.972e-01     2.1275e-08     1.5941e-09     9.767951e-01          1.0460e+00     2.5826e+00     1.0938e+01     

      7         0       538      1.131e+01      6.315e+01     4.9552e+00     1.2104e+01     4.2381e+01      1.111e+00     1.0582e-02     8.1985e-04     9.719374e-01          1.0555e+00     3.1220e+00     1.0914e+01     
      7         1       587      1.131e+01      6.314e+01     4.9546e+00     1.2103e+01     4.2370e+01      1.114e+00     2.9181e-08     2.4803e-08     9.719374e-01          1.0555e+00     3.1215e+00     1.0910e+01     

      8         0       628      1.118e+01      7.251e+01     4.9623e+00     1.4323e+01     4.2235e+01      1.517e+00     1.2046e-02     8.4729e-04     9.667478e-01          1.0654e+00     3.6935e+00     1.0877e+01     
      8         1       677      1.118e+01      7.250e+01     4.9615e+00     1.4319e+01     4.2223e+01      1.523e+00     3.1422e-08     1.8902e-08     9.667478e-01          1.0654e+00     3.6922e+00     1.0873e+01     

      9         0       718      1.104e+01      8.255e+01     4.9686e+00     1.6700e+01     4.2049e+01      2.049e+00     1.4076e-02     8.9015e-04     9.611175e-01          1.0760e+00     4.3055e+00     1.0830e+01     
      9         1       767      1.104e+01      8.252e+01     4.9677e+00     1.6693e+01     4.2035e+01      2.057e+00     5.1030e-08     1.0664e-08     9.611175e-01          1.0760e+00     4.3031e+00     1.0825e+01     

     10         0       808      1.088e+01      9.342e+01     4.9739e+00     1.9276e+01     4.1813e+01      2.758e+00     1.6886e-02     9.5616e-04     9.549095e-01          1.0875e+00     4.9677e+00     1.0770e+01     
     10         1       857      1.088e+01      9.337e+01     4.9728e+00     1.9264e+01     4.1796e+01      2.772e+00     1.2130e-07     2.6396e-08     9.549095e-01          1.0874e+00     4.9638e+00     1.0764e+01     

     11         0       898      1.070e+01      1.053e+02     4.9777e+00     2.2095e+01     4.1508e+01      3.728e+00     2.0807e-02     1.0707e-03     9.479455e-01          1.1000e+00     5.6910e+00     1.0693e+01     
     11         1       947      1.070e+01      1.052e+02     4.9763e+00     2.2074e+01     4.1487e+01      3.749e+00     2.9918e-07     9.4230e-09     9.479455e-01          1.0998e+00     5.6847e+00     1.0686e+01     

     12         0       988      1.050e+01      1.184e+02     4.9793e+00     2.5205e+01     4.1111e+01      5.091e+00     2.6343e-02     1.3068e-03     9.399842e-01          1.1137e+00     6.4877e+00     1.0592e+01     
     12         1      1037      1.050e+01      1.183e+02     4.9774e+00     2.5171e+01     4.1086e+01      5.126e+00     7.5015e-07     1.4029e-08     9.399842e-01          1.1135e+00     6.4778e+00     1.0583e+01     

     13         0      1078      1.026e+01      1.330e+02     4.9773e+00     2.8662e+01     4.0587e+01      7.075e+00     3.4279e-02     1.8455e-03     9.306874e-01          1.1290e+00     7.3704e+00     1.0458e+01     
     13         1      1127      1.026e+01      1.327e+02     4.9747e+00     2.8606e+01     4.0555e+01      7.132e+00     1.9051e-06     1.0908e-08     9.306874e-01          1.1286e+00     7.3546e+00     1.0448e+01     

     14         0      1168      9.980e+00      1.492e+02     4.9695e+00     3.2515e+01     3.9882e+01      1.008e+01     4.5819e-02     3.0658e-03     9.195613e-01          1.1461e+00     8.3503e+00     1.0278e+01     
     14         1      1217      9.978e+00      1.488e+02     4.9659e+00     3.2424e+01     3.9840e+01      1.017e+01     4.9572e-06     1.6356e-10     9.195613e-01          1.1455e+00     8.3248e+00     1.0264e+01     

     15         0      1258      9.634e+00      1.672e+02     4.9520e+00     3.6796e+01     3.8910e+01      1.482e+01     6.2750e-02     5.7498e-03     9.058509e-01          1.1652e+00     9.4317e+00     1.0029e+01     
     15         1      1307      9.632e+00      1.666e+02     4.9468e+00     3.6644e+01     3.8857e+01      1.498e+01     1.3255e-05     2.0828e-09     9.058509e-01          1.1642e+00     9.3903e+00     1.0012e+01     

     16         0      1348      9.199e+00      1.868e+02     4.9179e+00     4.1464e+01     3.7538e+01      2.270e+01     8.7348e-02     1.1711e-02     8.883339e-01          1.1865e+00     1.0599e+01     9.6765e+00     
     16         1      1397      9.197e+00      1.857e+02     4.9100e+00     4.1210e+01     3.7472e+01      2.297e+01     3.5833e-05     2.4680e-09     8.883339e-01          1.1848e+00     1.0531e+01     9.6560e+00     

     17         0      1438      8.632e+00      2.070e+02     4.8538e+00     4.6299e+01     3.5541e+01      3.650e+01     1.2067e-01     2.5665e-02     8.648894e-01          1.2095e+00     1.1786e+01     9.1636e+00     
     17         1      1487      8.632e+00      2.052e+02     4.8412e+00     4.5873e+01     3.5469e+01      3.690e+01     9.0800e-05     3.9519e-09     8.648894e-01          1.2062e+00     1.1675e+01     9.1409e+00     

     18         0      1528      7.864e+00      2.248e+02     4.7324e+00     5.0609e+01     3.2538e+01      6.197e+01     1.5238e-01     6.1304e-02     8.315016e-01          1.2317e+00     1.2799e+01     8.3916e+00     
     18         1      1577      7.870e+00      2.218e+02     4.7115e+00     4.9928e+01     3.2495e+01      6.229e+01     1.4264e-04     3.4403e-08     8.315016e-01          1.2251e+00     1.2629e+01     8.3755e+00     

     19         0      1614      6.794e+00      2.320e+02     4.4946e+00     5.2519e+01     2.7881e+01      1.105e+02     1.1057e-01     1.6359e-01     7.798348e-01          1.2422e+00     1.3142e+01     7.1994e+00     
     19         1      1663      6.810e+00      2.282e+02     4.4570e+00     5.1632e+01     2.8002e+01      1.094e+02     1.2477e-03     1.1689e-07     7.798348e-01          1.2289e+00     1.2933e+01     7.2162e+00     

     20         0      1700      5.302e+00      2.093e+02     3.9999e+00     4.7542e+01     2.0604e+01      1.980e+02     4.8793e-01     4.8279e-01     6.911315e-01          1.2041e+00     1.1644e+01     5.2988e+00     
