# Kona Param. Contn. convergence history (opt tol = 1.321086e-06 | feas tol = 9.887564e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0         1      4.315e+01      4.315e+01     1.3211e+01     9.8876e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0         8      1.038e+02      1.087e+04     1.1702e+03     1.2166e+02      9.392e+03     1.0534e+03     1.0065e+02     1.000000e-01          
      1         1        51      2.095e+02      3.212e+02     2.0216e+02     3.5449e+00      3.179e+02     1.7893e+02     6.9355e-02     1.000000e-01          

      2         0       137      8.722e+01      7.508e+01     4.2693e+01     3.7169e+00      1.813e+02     3.5391e+01     3.9959e+00     8.826198e-02          
      2         1       180      3.107e+01      3.259e+01     9.3433e+00     1.7298e+00      1.760e+02     4.4464e+00     1.8028e+00     8.826198e-02          

      3         0       266      2.166e+01      2.566e+01     5.6264e+00     7.4093e-01      1.807e+02     1.0801e+00     6.0303e-01     8.550168e-02          
      3         1       309      2.127e+01      2.571e+01     5.4326e+00     6.2414e-01      1.795e+02     4.7312e-01     3.4900e-01     8.550168e-02          

      4         0       395      2.001e+01      2.379e+01     4.9734e+00     5.5715e-01      1.626e+02     2.1109e-01     2.5461e-01     7.484588e-02          
      4         1       438      1.954e+01      2.368e+01     4.9176e+00     5.7838e-01      1.635e+02     1.4401e-01     1.0989e-01     7.484588e-02          

      5         0       524      8.515e+00      1.003e+01     2.2080e+00     6.8291e-01      4.934e+01     1.1904e+00     6.4353e-01     1.632086e-02          
      5         1       567      4.659e+00      6.530e+00     1.6953e+00     6.5515e-01      5.063e+01     6.1695e-01     6.0366e-01     1.632086e-02          

      6         0       653      3.732e+00      5.980e+00     1.4525e+00     5.9972e-01      4.287e+01     5.7969e-01     5.4625e-01     1.326070e-02          
      6         1       696      3.221e+00      5.795e+00     1.3890e+00     5.6583e-01      4.355e+01     4.8929e-01     5.0135e-01     1.326070e-02          

      7         0       782      2.600e+00      5.253e+00     1.2342e+00     5.4747e-01      3.856e+01     4.5132e-01     4.8882e-01     1.139844e-02          
      7         1       825      2.717e+00      5.348e+00     1.1900e+00     5.1865e-01      3.885e+01     4.0597e-01     4.5836e-01     1.139844e-02          

