# Kona Param. Contn. convergence history (opt tol = 5.787918e-07 | feas tol = 5.028916e-06)
# outer     inner      cost      objective     lagrangian       opt 2norm     S*Lam 2norm      feas 2norm       homotopy        hom opt       hom feas     mu               opt infty     S*Lam infty      feas infty     
      0         0         1     -7.750e+00     -7.750e+00     5.7879e+00     0.0000e+00     5.0289e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000          3.5000e+00     0.0000e+00     1.4000e+01     

      1         0        10     -7.783e+00     -5.285e+00     5.6123e+00     4.9662e-01     5.0307e+01     -6.434e-03     5.2108e-04     7.4024e-05     9.990125e-01          3.3756e+00     1.3826e-01     1.4027e+01     
      1         1        17     -7.782e+00     -5.280e+00     5.6124e+00     4.9728e-01     5.0306e+01     -6.434e-03     8.9284e-08     7.5488e-10     9.990125e-01          3.3757e+00     1.3865e-01     1.4026e+01     

      2         0        24     -7.910e+00      5.005e+00     4.8908e+00     2.5637e+00     5.0373e+01     -6.847e-03     9.0119e-03     1.2288e-03     9.949138e-01          2.8606e+00     7.1560e-01     1.4130e+01     
      2         1        31     -7.894e+00      5.069e+00     4.8939e+00     2.5735e+00     5.0355e+01     -6.787e-03     9.2628e-06     1.2362e-07     9.949138e-01          2.8640e+00     7.2113e-01     1.4111e+01     

      3         0        38     -7.987e+00      1.539e+01     4.1997e+00     4.6368e+00     5.0384e+01      3.551e-02     8.9605e-03     1.0180e-03     9.908560e-01          2.3612e+00     1.3020e+00     1.4177e+01     
      3         1        45     -7.971e+00      1.544e+01     4.2044e+00     4.6439e+00     5.0365e+01      3.580e-02     2.1222e-05     3.5382e-07     9.908560e-01          2.3658e+00     1.3051e+00     1.4159e+01     

      4         0        52     -8.032e+00      2.591e+01     3.5370e+00     6.7290e+00     5.0357e+01      1.230e-01     9.1508e-03     8.4884e-04     9.867762e-01          1.8702e+00     1.8934e+00     1.4189e+01     
      4         1        59     -8.016e+00      2.594e+01     3.5432e+00     6.7337e+00     5.0338e+01      1.237e-01     3.9894e-05     7.4094e-07     9.867762e-01          1.8761e+00     1.8942e+00     1.4171e+01     

      5         0        66     -8.046e+00      3.666e+01     2.9095e+00     8.8640e+00     5.0292e+01      2.612e-01     9.5714e-03     7.0759e-04     9.826161e-01          1.3834e+00     2.4933e+00     1.4165e+01     
      5         1        73     -8.030e+00      3.668e+01     2.9168e+00     8.8660e+00     5.0273e+01      2.624e-01     5.4211e-05     1.0940e-06     9.826161e-01          1.3907e+00     2.4918e+00     1.4147e+01     

      6         0        80     -8.028e+00      4.776e+01     2.3388e+00     1.1065e+01     5.0185e+01      4.597e-01     1.0237e-02     5.9472e-04     9.783163e-01          1.1470e+00     3.1045e+00     1.4104e+01     
      6         1        87     -8.011e+00      4.777e+01     2.3462e+00     1.1064e+01     5.0165e+01      4.617e-01     6.0072e-05     1.0725e-06     9.783163e-01          1.1494e+00     3.1005e+00     1.4086e+01     

      7         0        94     -7.974e+00      5.932e+01     1.8772e+00     1.3356e+01     5.0031e+01      7.329e-01     1.1180e-02     5.4191e-04     9.738128e-01          1.0458e+00     3.7295e+00     1.4002e+01     
      7         1       101     -7.957e+00      5.930e+01     1.8828e+00     1.3352e+01     5.0010e+01      7.362e-01     7.2315e-05     1.0225e-06     9.738128e-01          1.0455e+00     3.7226e+00     1.3983e+01     

      8         0       108     -7.880e+00      7.143e+01     1.6294e+00     1.5762e+01     4.9822e+01      1.102e+00     1.2454e-02     6.1525e-04     9.690339e-01          1.0544e+00     4.3695e+00     1.3853e+01     
      8         1       115     -7.863e+00      7.139e+01     1.6296e+00     1.5754e+01     4.9800e+01      1.108e+00     9.5577e-05     1.2774e-06     9.690339e-01          1.0540e+00     4.3594e+00     1.3835e+01     

      9         0       122     -7.737e+00      8.421e+01     1.7064e+00     1.8309e+01     4.9548e+01      1.600e+00     1.4140e-02     8.6767e-04     9.638967e-01          1.0614e+00     5.0245e+00     1.3650e+01     
      9         1       129     -7.721e+00      8.415e+01     1.6985e+00     1.8296e+01     4.9525e+01      1.608e+00     1.2099e-04     1.7523e-06     9.638967e-01          1.0609e+00     5.0107e+00     1.3634e+01     

     10         0       136     -7.536e+00      9.778e+01     2.0857e+00     2.1024e+01     4.9195e+01      2.271e+00     1.6358e-02     1.3206e-03     9.583038e-01          1.0768e+00     5.6920e+00     1.3385e+01     
     10         1       143     -7.521e+00      9.768e+01     2.0714e+00     2.1005e+01     4.9172e+01      2.284e+00     1.3464e-04     2.0110e-06     9.583038e-01          1.0651e+00     5.6744e+00     1.3371e+01     

     11         0       150     -7.259e+00      1.122e+02     2.6475e+00     2.3930e+01     4.8746e+01      3.185e+00     1.9273e-02     2.0138e-03     9.521427e-01          1.5748e+00     6.3652e+00     1.3044e+01     
     11         1       157     -7.251e+00      1.121e+02     2.6311e+00     2.3904e+01     4.8724e+01      3.204e+00     1.4295e-04     1.6209e-06     9.521427e-01          1.5620e+00     6.3445e+00     1.3038e+01     

     12         0       166     -6.905e+00      1.281e+02     3.3515e+00     2.7162e+01     4.8175e+01      4.486e+00     2.5338e-02     3.1016e-03     9.450473e-01          2.1071e+00     7.0701e+00     1.2630e+01     
     12         1       175     -6.880e+00      1.279e+02     3.3066e+00     2.7115e+01     4.8139e+01      4.517e+00     7.3218e-06     5.1822e-08     9.450473e-01          2.0727e+00     7.0310e+00     1.2607e+01     

     13         0       184     -6.423e+00      1.448e+02     4.0722e+00     3.0588e+01     4.7451e+01      6.294e+00     3.0193e-02     4.5671e-03     9.371179e-01          2.6051e+00     7.7376e+00     1.2101e+01     
     13         1       193     -6.398e+00      1.444e+02     4.0151e+00     3.0522e+01     4.7412e+01      6.340e+00     1.2144e-05     1.0413e-07     9.371179e-01          2.5633e+00     7.6877e+00     1.2080e+01     

     14         0       202     -5.789e+00      1.626e+02     4.8065e+00     3.4298e+01     4.6534e+01      8.896e+00     3.7969e-02     6.9760e-03     9.279447e-01          3.0834e+00     8.3695e+00     1.1449e+01     
     14         1       211     -5.765e+00      1.621e+02     4.7326e+00     3.4203e+01     4.6491e+01      8.967e+00     2.0086e-05     1.9090e-07     9.279447e-01          3.0308e+00     8.3044e+00     1.1432e+01     

     15         0       220     -4.961e+00      1.813e+02     5.5151e+00     3.8279e+01     4.5374e+01      1.271e+01     4.8021e-02     1.0657e-02     9.171855e-01          3.5195e+00     8.9281e+00     1.0655e+01     
     15         1       229     -4.942e+00      1.806e+02     5.4215e+00     3.8143e+01     4.5329e+01      1.282e+01     2.9923e-05     1.6184e-07     9.171855e-01          3.4542e+00     8.8452e+00     1.0646e+01     

     16         0       238     -3.886e+00      2.006e+02     6.1567e+00     4.2496e+01     4.3904e+01      1.844e+01     6.1190e-02     1.6451e-02     9.043249e-01          3.8864e+00     9.3677e+00     9.7025e+00     
     16         1       245     -3.882e+00      1.996e+02     6.0420e+00     4.2300e+01     4.3858e+01      1.860e+01     5.1782e-04     1.1616e-05     9.043249e-01          3.8087e+00     9.2655e+00     9.7097e+00     

     17         0       254     -2.502e+00      2.199e+02     6.6816e+00     4.6854e+01     4.2032e+01      2.725e+01     7.8054e-02     2.5878e-02     8.885896e-01          4.1488e+00     9.9238e+00     9.0061e+00     
     17         1       263     -2.524e+00      2.185e+02     6.5376e+00     4.6571e+01     4.1990e+01      2.748e+01     9.5920e-05     2.0324e-06     8.885896e-01          4.0553e+00     9.8749e+00     8.9890e+00     

     18         0       272     -7.289e-01      2.379e+02     7.0180e+00     5.1149e+01     3.9624e+01      4.116e+01     9.8469e-02     4.2094e-02     8.687325e-01          4.2586e+00     1.0947e+01     8.6279e+00     
     18         1       281     -8.086e-01      2.361e+02     6.8494e+00     5.0745e+01     3.9598e+01      4.145e+01     3.0711e-04     4.6671e-06     8.687325e-01          4.1562e+00     1.0870e+01     8.6080e+00     

     19         0       290      1.521e+00      2.526e+02     7.0831e+00     5.4964e+01     3.6474e+01      6.379e+01     1.1899e-01     7.2421e-02     8.425484e-01          4.1619e+00     1.1870e+01     8.0898e+00     
     19         1       299      1.332e+00      2.502e+02     6.8931e+00     5.4395e+01     3.6491e+01      6.403e+01     9.7614e-04     1.7550e-05     8.425484e-01          4.0582e+00     1.1757e+01     8.0627e+00     

     20         0       308      4.342e+00      2.595e+02     6.7488e+00     5.7410e+01     3.2253e+01      1.017e+02     1.2122e-01     1.3571e-01     8.058696e-01          3.9099e+00     1.2618e+01     7.4327e+00     
     20         1       319      3.932e+00      2.565e+02     6.5580e+00     5.6651e+01     3.2377e+01      1.013e+02     7.5058e-04     3.6554e-05     8.058696e-01          3.8116e+00     1.2484e+01     7.4110e+00     

     21         0       330      7.768e+00      2.493e+02     5.8476e+00     5.6550e+01     2.6361e+01      1.666e+02     7.6214e-02     2.9440e-01     7.493020e-01          3.3539e+00     1.2595e+01     6.3984e+00     
     21         1       343      6.931e+00      2.466e+02     5.6854e+00     5.5733e+01     2.6767e+01      1.635e+02     3.0318e-03     4.8047e-05     7.493020e-01          3.2680e+00     1.2490e+01     6.4135e+00     

     22         0       352      1.133e+01      2.058e+02     4.0774e+00     4.8643e+01     1.8415e+01      2.637e+02     6.6848e-01     6.7335e-01     6.565583e-01          2.3267e+00     1.0756e+01     4.8360e+00     
     22         1       365      9.554e+00      2.081e+02     4.1712e+00     4.8705e+01     1.9483e+01      2.526e+02     2.3582e-02     4.6605e-05     6.565583e-01          2.3535e+00     1.1003e+01     4.9663e+00     

     23         0       374      1.183e+01      1.408e+02     2.1606e+00     3.5345e+01     1.1283e+01      3.317e+02     1.5342e+00     9.0124e-01     5.332996e-01          1.2227e+00     7.5263e+00     3.2447e+00     
     23         1       387      9.874e+00      1.498e+02     2.5534e+00     3.6896e+01     1.2645e+01      3.181e+02     4.7860e-02     6.8368e-05     5.332996e-01          1.4194e+00     8.2827e+00     3.4680e+00     

     24         0       398      9.022e+00      1.007e+02     1.4116e+00     2.6683e+01     7.9332e+00      3.287e+02     9.0275e-01     4.5768e-01     4.291808e-01          7.7036e-01     5.6697e+00     2.3791e+00     
     24         1       411      8.301e+00      1.059e+02     1.5693e+00     2.7636e+01     8.5656e+00      3.239e+02     1.3238e-02     2.3238e-06     4.291808e-01          8.6697e-01     6.1270e+00     2.4972e+00     

     25         0       422      6.823e+00      7.813e+01     1.0377e+00     2.1734e+01     6.2007e+00      3.067e+02     3.0006e-01     1.6473e-01     3.591714e-01          5.6204e-01     4.6706e+00     1.9101e+00     
     25         1       435      6.619e+00      7.974e+01     1.0752e+00     2.2020e+01     6.4018e+00      3.056e+02     2.3838e-03     6.1846e-06     3.591714e-01          5.9515e-01     4.8263e+00     1.9491e+00     

     26         0       448      5.217e+00      6.092e+01     7.4393e-01     1.7959e+01     4.8936e+00      2.812e+02     1.3369e-01     8.6509e-02     3.057025e-01          4.1506e-01     3.8476e+00     1.5564e+00     
     26         1       461      5.109e+00      6.158e+01     7.7461e-01     1.8065e+01     4.9863e+00      2.810e+02     1.1154e-03     1.1574e-06     3.057025e-01          4.3086e-01     3.9201e+00     1.5743e+00     

     27         0       474      3.828e+00      4.745e+01     5.5327e-01     1.4975e+01     3.8962e+00      2.543e+02     7.1408e-02     5.6311e-02     2.616799e-01          3.1063e-01     3.1889e+00     1.2792e+00     
     27         1       487      3.768e+00      4.778e+01     5.7122e-01     1.5016e+01     3.9495e+00      2.542e+02     6.2414e-04     5.2853e-06     2.616799e-01          3.1979e-01     3.2296e+00     1.2895e+00     

     28         0       500      2.667e+00      3.714e+01     4.2089e-01     1.2647e+01     3.1475e+00      2.284e+02     3.8881e-02     3.7685e-02     2.257533e-01          2.3790e-01     2.6788e+00     1.0650e+00     
     28         1       513      2.633e+00      3.730e+01     4.3219e-01     1.2657e+01     3.1792e+00      2.284e+02     3.4352e-04     1.5186e-06     2.257533e-01          2.4370e-01     2.7013e+00     1.0710e+00     

     29         0       526      1.739e+00      2.944e+01     3.3137e-01     1.0869e+01     2.5953e+00      2.054e+02     2.2746e-02     2.4580e-02     1.973053e-01          1.8865e-01     2.2927e+00     9.0259e-01     
     29         1       539      1.721e+00      2.952e+01     3.3805e-01     1.0865e+01     2.6138e+00      2.055e+02     1.9541e-04     2.7397e-06     1.973053e-01          1.9197e-01     2.3043e+00     9.0606e-01     

