# Kona Param. Contn. convergence history (opt tol = 2.630149e-06 | feas tol = 2.329004e-05)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0         1      2.153e+02      2.153e+02     2.6301e+01     2.3290e+02     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0         8      6.438e+00      3.485e+04     1.9541e+03     2.3383e+02      1.836e+04     1.2507e+03     9.5999e+01     3.600217e-01          
      1         1        25      5.234e+02      1.731e+03     3.0760e+02     2.6067e+01      1.686e+03     1.7520e+02     1.4127e-05     3.600217e-01          

      2         0        61      2.922e+02      4.741e+02     6.6981e+01     8.3821e+00      1.654e+03     2.3746e+01     4.4518e-01     2.911865e-01          
      2         1        80      1.961e+02      3.234e+02     4.5065e+01     7.2316e+00      1.790e+03     1.9752e+00     3.5356e-08     2.911865e-01          

      3         0       101      1.841e+02      2.841e+02     3.9836e+01     5.8903e+00      1.670e+03     4.7966e+00     1.1449e-01     2.602209e-01          
      3         1       122      1.761e+02      2.722e+02     3.8068e+01     5.8142e+00      1.689e+03     4.7982e-02     1.8085e-08     2.602209e-01          

      4         0       141      1.338e+02      1.644e+02     2.2968e+01     2.1538e+00      1.202e+03     4.2298e+00     6.7399e-01     1.587696e-01          
      4         1       166      1.204e+02      1.604e+02     2.2301e+01     2.7445e+00      1.227e+03     1.1367e-01     3.9050e-08     1.587696e-01          

      5         0       191      5.911e+01      6.483e+01     9.9712e+00     7.1733e-01      5.354e+02     3.1262e+00     6.2460e-01     5.370173e-02          
      5         1       216      3.254e+01      4.734e+01     8.2335e+00     9.1653e-01      5.840e+02     4.1116e-01     6.1043e-08     5.370173e-02          

      6         0       264      1.515e+00      1.254e+01     4.4904e+00     5.8052e-01      2.953e+02     9.3794e-01     1.5029e-01     2.324738e-02          
      6         1       291     -2.990e+00      1.073e+01     3.8928e+00     5.7145e-01      3.069e+02     1.8635e-01     1.4053e-08     2.324738e-02          

      7         0       343     -1.454e+01     -1.059e+00     2.3223e+00     4.4591e-01      1.707e+02     3.1508e-01     8.1716e-02     1.203358e-02          
      7         1       380     -1.433e+01     -5.909e-01     2.1179e+00     4.0904e-01      1.733e+02     3.1370e-02     7.4136e-06     1.203358e-02          

      8         0       417     -1.751e+01     -5.128e+00     1.1363e+00     2.9157e-01      7.887e+01     1.8968e-01     6.4021e-02     5.380016e-03          
      8         1       460     -1.576e+01     -4.430e+00     9.9627e-01     2.4753e-01      7.968e+01     6.4201e-02     3.3096e-04     5.380016e-03          

      9         0       542     -1.405e+01     -5.437e+00     5.6697e-01     1.6498e-01      4.014e+01     5.5440e-02     1.7863e-02     2.829042e-03          
