# Kona Param. Contn. convergence history (opt tol = 2.386485e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0        20      2.647e+02      2.647e+02     2.3865e+00     0.0000e+00     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0        36      2.645e+02      2.645e+02     2.3865e+00     6.5217e-02      5.113e+00     8.9110e-04     1.2602e-03     0.9806766     
      1         1        76      2.645e+02      2.645e+02     2.3846e+00     6.6323e-02      5.113e+00     7.0891e-10     1.3357e-11     0.9806766     

      2         0       110      2.643e+02      2.643e+02     2.3820e+00     1.9652e-01      1.500e+01     3.5666e-03     8.6567e-03     0.9432746     
      2         1       153      2.643e+02      2.643e+02     2.3704e+00     1.9799e-01      1.500e+01     5.0464e-08     2.5240e-09     0.9432746     

      3         0       193      2.639e+02      2.639e+02     2.3609e+00     4.4489e-01      3.353e+01     1.9259e-02     4.2188e-02     0.8731063     
      3         1       237      2.639e+02      2.639e+02     2.3191e+00     4.2773e-01      3.353e+01     5.1382e-06     2.2541e-07     0.8731063     

      4         0       279      2.634e+02      2.634e+02     2.3367e+00     6.1908e-01      5.109e+01     7.5518e-02     8.5158e-02     0.8064889     
      4         1       323      2.634e+02      2.635e+02     2.2954e+00     5.7843e-01      5.110e+01     2.7912e-05     9.1501e-07     0.8064889     

      5         0       366      2.630e+02      2.631e+02     2.3497e+00     6.6939e-01      6.618e+01     1.7483e-01     1.1764e-01     0.7492342     
      5         1       412      2.630e+02      2.631e+02     2.3362e+00     6.3526e-01      6.619e+01     4.7568e-05     1.7483e-06     0.7492342     

      6         0       472      2.624e+02      2.625e+02     2.4167e+00     6.6952e-01      8.754e+01     3.3793e-01     1.5442e-01     0.6681760     
      6         1       518      2.623e+02      2.625e+02     2.4732e+00     6.1790e-01      8.759e+01     1.7302e-04     8.1388e-06     0.6681760     

      7         0       578      2.613e+02      2.614e+02     2.5522e+00     5.2929e-01      1.196e+02     6.0933e-01     1.6397e-01     0.5468246     
      7         1       624      2.611e+02      2.613e+02     2.6934e+00     4.8519e-01      1.197e+02     6.7851e-04     5.9358e-05     0.5468246     

      8         0       685      2.592e+02      2.593e+02     2.6304e+00     3.0636e-01      1.566e+02     8.9991e-01     1.2182e-01     0.4066563     
      8         1       738      2.586e+02      2.587e+02     2.8468e+00     3.1279e-01      1.570e+02     2.1719e-03     9.2874e-06     0.4066563     

      9         0       798      2.560e+02      2.561e+02     2.6289e+00     1.9189e-01      1.850e+02     1.1061e+00     8.8745e-02     0.2994701     
      9         1       845      2.551e+02      2.552e+02     2.9027e+00     2.0343e-01      1.856e+02     3.7702e-03     1.6028e-05     0.2994701     

     10         0       906      2.520e+02      2.521e+02     2.6255e+00     1.4064e-01      2.033e+02     1.2495e+00     7.0216e-02     0.2307906     
     10         1       953      2.511e+02      2.512e+02     2.9206e+00     1.4505e-01      2.041e+02     4.0911e-03     7.8607e-05     0.2307906     

     11         0      1015      2.475e+02      2.475e+02     2.6242e+00     1.0725e-01      2.163e+02     1.3562e+00     5.6159e-02     0.1828189     
     11         1      1070      2.465e+02      2.466e+02     2.9268e+00     1.0918e-01      2.171e+02     4.4860e-03     4.8521e-05     0.1828189     

     12         0      1131      2.423e+02      2.424e+02     2.6201e+00     8.4514e-02      2.257e+02     1.4330e+00     4.5303e-02     0.1479991     
     12         1      1189      2.414e+02      2.414e+02     2.9277e+00     8.5442e-02      2.266e+02     4.7787e-03     2.9301e-05     0.1479991     

     13         0      1262      2.366e+02      2.366e+02     2.6134e+00     6.8385e-02      2.329e+02     1.4884e+00     3.6885e-02     0.1219421     
     13         1      1342      2.356e+02      2.356e+02     2.9254e+00     6.8875e-02      2.339e+02     4.9923e-03     5.8759e-06     0.1219421     

     14         0      1414      2.302e+02      2.302e+02     2.6045e+00     5.6570e-02      2.385e+02     1.5296e+00     3.0320e-02     0.1019564     
     14         1      1492      2.292e+02      2.292e+02     2.9205e+00     5.6850e-02      2.395e+02     5.1394e-03     8.3052e-06     0.1019564     

     15         0      1563      2.232e+02      2.232e+02     2.5934e+00     4.7684e-02      2.429e+02     1.5605e+00     2.5139e-02     0.0863042     
     15         1      1642      2.222e+02      2.222e+02     2.9132e+00     4.7857e-02      2.439e+02     5.2296e-03     1.1031e-05     0.0863042     

     16         0      1715      2.156e+02      2.156e+02     2.5798e+00     4.0858e-02      2.464e+02     1.5834e+00     2.0998e-02     0.0738199     
     16         1      1794      2.145e+02      2.145e+02     2.9033e+00     4.0972e-02      2.475e+02     5.2714e-03     1.4203e-05     0.0738199     

     17         0      1883      2.072e+02      2.073e+02     2.5635e+00     3.5522e-02      2.493e+02     1.5998e+00     1.7644e-02     0.0636984     
     17         1      1962      2.061e+02      2.062e+02     2.8903e+00     3.5602e-02      2.504e+02     5.2712e-03     3.2171e-05     0.0636984     

     18         0      2050      1.983e+02      1.983e+02     2.5440e+00     3.1294e-02      2.515e+02     1.6107e+00     1.4898e-02     0.0553690     
