@ Predictor 
@ Outer Iter 0 
@ Inner Iter 0 
@ self.mu 1.000000e+00 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 9.975429e+01
# iters            rel. res.
      0            1.000000e+00
      1            2.625350e-01
      2            2.694046e-16
@ Corrector 
@ Outer Iter 1 
@ Inner Iter 0 
@ self.mu 3.985523e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.725633e+02
# iters            rel. res.
      0            1.000000e+00
      1            3.128739e-01
      2            2.206611e-01
      3            1.991958e-01
      4            3.521880e-02
      5            8.930540e-03
      6            1.772234e-03
      7            2.117852e-04
      8            2.125753e-05
@ Corrector 
@ Outer Iter 1 
@ Inner Iter 1 
@ self.mu 3.985523e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.572899e+01
# iters            rel. res.
      0            1.000000e+00
      1            2.537960e-01
      2            1.986316e-01
      3            1.136120e-01
      4            5.137626e-02
      5            3.686600e-02
      6            1.616428e-02
      7            8.499343e-03
      8            5.623575e-03
      9            2.847784e-03
     10            1.778716e-03
     11            9.141810e-04
     12            5.433712e-04
     13            3.200237e-04
     14            1.585859e-04
     15            1.006976e-04
     16            4.064229e-05
@ Predictor 
@ Outer Iter 1 
@ Inner Iter 2 
@ self.mu 3.985523e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.181228e+01
# iters            rel. res.
      0            1.000000e+00
      1            3.553957e-01
      2            1.953911e-01
      3            8.662845e-02
      4            6.760629e-02
      5            4.511282e-02
      6            2.717663e-02
      7            1.967319e-02
      8            1.146033e-02
      9            6.642728e-03
     10            4.514667e-03
     11            2.276331e-03
     12            1.662670e-03
     13            8.688746e-04
     14            6.303182e-04
     15            2.977573e-04
     16            1.369515e-04
     17            1.048225e-04
     18            4.238770e-05
@ Corrector 
@ Outer Iter 2 
@ Inner Iter 0 
@ self.mu 1.570989e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 9.677786e+00
# iters            rel. res.
      0            1.000000e+00
      1            8.912493e-01
      2            8.868329e-01
      3            6.645887e-01
      4            4.722842e-01
      5            3.790200e-01
      6            3.106294e-01
      7            2.529218e-01
      8            1.371641e-01
      9            9.739146e-02
     10            7.533378e-02
     11            5.137629e-02
     12            3.329140e-02
     13            2.522522e-02
     14            1.625968e-02
     15            1.134520e-02
     16            7.156243e-03
     17            4.888217e-03
     18            3.098039e-03
     19            1.881455e-03
     20            1.193075e-03
@ Corrector 
@ Outer Iter 2 
@ Inner Iter 1 
@ self.mu 1.570989e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.108254e+00
# iters            rel. res.
      0            1.000000e+00
      1            6.520461e-01
      2            6.294752e-01
      3            3.473989e-01
      4            2.599036e-01
      5            2.222642e-01
      6            1.657421e-01
      7            1.086814e-01
      8            6.912883e-02
      9            4.513244e-02
     10            3.099195e-02
     11            1.951167e-02
     12            1.358360e-02
     13            8.316809e-03
     14            5.205633e-03
     15            3.064413e-03
     16            1.911587e-03
     17            1.143783e-03
     18            6.177474e-04
     19            3.808656e-04
     20            2.265664e-04
@ Predictor 
@ Outer Iter 2 
@ Inner Iter 2 
@ self.mu 1.570989e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.443162e+01
# iters            rel. res.
      0            1.000000e+00
      1            8.432177e-01
      2            8.323557e-01
      3            7.946745e-01
      4            5.981979e-01
      5            3.295664e-01
      6            2.412653e-01
      7            1.744095e-01
      8            1.338848e-01
      9            7.947752e-02
     10            5.356062e-02
     11            3.549620e-02
     12            2.355902e-02
     13            1.344221e-02
     14            8.248319e-03
     15            5.053610e-03
     16            3.402335e-03
     17            2.025085e-03
     18            1.093112e-03
     19            6.670020e-04
     20            3.729282e-04
@ Corrector 
@ Outer Iter 3 
@ Inner Iter 0 
@ self.mu 1.334560e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.932432e-01
# iters            rel. res.
      0            1.000000e+00
      1            5.829797e-01
      2            5.206003e-01
      3            3.490198e-01
      4            2.076872e-01
      5            1.661146e-01
      6            1.272401e-01
      7            8.790161e-02
      8            5.126667e-02
      9            3.377827e-02
     10            2.065805e-02
     11            1.533872e-02
     12            9.874427e-03
     13            6.189456e-03
     14            3.475103e-03
     15            2.288700e-03
     16            1.506151e-03
     17            9.166872e-04
     18            5.872687e-04
     19            3.204139e-04
     20            2.090510e-04
@ Predictor 
@ Outer Iter 3 
@ Inner Iter 1 
@ self.mu 1.334560e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 6.452057e+01
# iters            rel. res.
      0            1.000000e+00
      1            8.786397e-01
      2            8.743245e-01
      3            8.692192e-01
      4            6.633837e-01
      5            4.346905e-01
      6            3.038605e-01
      7            2.082544e-01
      8            1.580561e-01
      9            1.092151e-01
     10            6.753420e-02
     11            4.518453e-02
     12            3.034058e-02
     13            1.983087e-02
     14            1.232882e-02
     15            7.055526e-03
     16            4.475810e-03
     17            2.858205e-03
     18            1.631023e-03
     19            8.552697e-04
     20            5.008303e-04
@ Corrector 
@ Outer Iter 4 
@ Inner Iter 0 
@ self.mu 4.287850e-02 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.289192e+00
# iters            rel. res.
      0            1.000000e+00
      1            9.500274e-01
      2            9.416929e-01
      3            9.385497e-01
      4            9.261055e-01
      5            8.023447e-01
      6            7.424339e-01
      7            6.919434e-01
      8            6.257186e-01
      9            5.340639e-01
     10            3.752955e-01
     11            3.050391e-01
     12            2.434191e-01
     13            1.703951e-01
     14            9.375210e-02
     15            6.976687e-02
     16            4.866919e-02
     17            3.213096e-02
     18            2.005142e-02
     19            1.313556e-02
     20            8.541612e-03
@ Corrector 
@ Outer Iter 4 
@ Inner Iter 1 
@ self.mu 4.287850e-02 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.524608e-01
# iters            rel. res.
      0            1.000000e+00
      1            2.984935e-01
      2            2.983411e-01
      3            2.979544e-01
      4            2.850965e-01
      5            2.718631e-01
      6            2.590833e-01
      7            1.961249e-01
      8            1.610651e-01
      9            1.217605e-01
     10            8.633246e-02
     11            6.240198e-02
     12            4.867836e-02
     13            3.266963e-02
     14            1.852476e-02
     15            1.315098e-02
     16            7.765054e-03
     17            4.828973e-03
     18            2.840654e-03
     19            1.797385e-03
     20            1.073729e-03
@ Predictor 
@ Outer Iter 4 
@ Inner Iter 2 
@ self.mu 4.287850e-02 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 7.118746e+01
# iters            rel. res.
      0            1.000000e+00
      1            9.451346e-01
      2            9.442830e-01
      3            9.377829e-01
      4            9.354241e-01
      5            8.289195e-01
      6            6.633632e-01
      7            5.927278e-01
      8            5.030214e-01
      9            3.620269e-01
     10            2.616929e-01
     11            2.211299e-01
     12            1.677251e-01
     13            1.042196e-01
     14            6.761609e-02
     15            3.994917e-02
     16            2.564648e-02
     17            1.728896e-02
     18            1.172031e-02
     19            6.953240e-03
     20            3.688271e-03
@ Corrector 
@ Outer Iter 5 
@ Inner Iter 0 
@ self.mu 1.925064e-02 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.686261e-01
# iters            rel. res.
      0            1.000000e+00
      1            8.612455e-01
      2            7.949705e-01
      3            7.322537e-01
      4            7.017453e-01
      5            6.979625e-01
      6            6.964500e-01
      7            6.879264e-01
      8            6.382491e-01
      9            6.081676e-01
     10            3.314496e-01
     11            2.716418e-01
     12            1.847242e-01
     13            1.253584e-01
     14            9.330529e-02
     15            5.782617e-02
     16            3.943129e-02
     17            2.673613e-02
     18            1.662542e-02
     19            1.060863e-02
     20            7.974682e-03
@ Corrector 
@ Outer Iter 5 
@ Inner Iter 1 
@ self.mu 1.925064e-02 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.177608e-01
# iters            rel. res.
      0            1.000000e+00
      1            2.739034e-01
      2            1.899527e-01
      3            1.527382e-01
      4            1.513781e-01
      5            1.502845e-01
      6            1.454591e-01
      7            1.403790e-01
      8            1.360227e-01
      9            1.309642e-01
     10            1.136213e-01
     11            7.897263e-02
     12            6.105479e-02
     13            4.476159e-02
     14            2.824171e-02
     15            1.879893e-02
     16            1.215157e-02
     17            9.043586e-03
     18            5.145923e-03
     19            3.812258e-03
     20            2.041634e-03
@ Predictor 
@ Outer Iter 5 
@ Inner Iter 2 
@ self.mu 1.925064e-02 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 7.695552e+01
# iters            rel. res.
      0            1.000000e+00
      1            9.605097e-01
      2            9.440091e-01
      3            9.371875e-01
      4            9.330358e-01
      5            9.328831e-01
      6            9.326033e-01
      7            9.195454e-01
      8            8.111343e-01
      9            5.366642e-01
     10            3.865340e-01
     11            2.539077e-01
     12            2.022349e-01
     13            1.662721e-01
     14            9.850894e-02
     15            6.064430e-02
     16            4.410970e-02
     17            2.639648e-02
     18            1.918655e-02
     19            1.267233e-02
     20            8.299759e-03
@ Corrector 
@ Outer Iter 6 
@ Inner Iter 0 
@ self.mu 9.526044e-03 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.409956e-01
# iters            rel. res.
      0            1.000000e+00
      1            7.674694e-01
      2            7.246967e-01
      3            7.108151e-01
      4            7.012389e-01
      5            6.683993e-01
      6            6.441083e-01
      7            4.529244e-01
      8            2.450809e-01
      9            1.970900e-01
     10            1.808493e-01
     11            1.349152e-01
     12            1.117658e-01
     13            8.544401e-02
     14            6.484259e-02
     15            4.394034e-02
     16            3.086312e-02
     17            2.369353e-02
     18            1.531482e-02
     19            8.497720e-03
     20            5.382996e-03
@ Corrector 
@ Outer Iter 6 
@ Inner Iter 1 
@ self.mu 9.526044e-03 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.642181e-02
# iters            rel. res.
      0            1.000000e+00
      1            1.269990e-01
      2            1.230623e-01
      3            1.219089e-01
      4            1.219017e-01
      5            1.215058e-01
      6            1.206679e-01
      7            1.194255e-01
      8            1.128125e-01
      9            1.087093e-01
     10            1.048928e-01
     11            9.178356e-02
     12            7.634080e-02
     13            4.678729e-02
     14            3.414909e-02
     15            2.171421e-02
     16            1.177069e-02
     17            8.218390e-03
     18            5.535054e-03
     19            2.901062e-03
