# Kona Param. Contn. convergence history (opt tol = 4.772971e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0        18      2.647e+02      2.647e+02     4.7730e+00     0.0000e+00      0.000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0        33      2.644e+02      2.644e+02     4.7730e+00     6.9208e-02      2.712e+00     5.0176e-04     7.0959e-04     0.9897470     
      1         1       100      2.644e+02      2.644e+02     4.7719e+00     6.9873e-02      2.712e+00     1.7224e-11     7.0094e-14     0.9897470     

      2         0       159      2.640e+02      2.640e+02     4.7704e+00     2.0812e-01      8.025e+00     1.9830e-03     4.8975e-03     0.9696380     
      2         1       226      2.639e+02      2.639e+02     4.7638e+00     2.0993e-01      8.025e+00     7.5172e-09     2.7395e-12     0.9696380     

      3         0       294      2.630e+02      2.630e+02     4.7569e+00     4.8230e-01      1.822e+01     8.8203e-03     2.4852e-02     0.9309178     
      3         1       362      2.630e+02      2.630e+02     4.7257e+00     4.8244e-01      1.823e+01     9.5893e-07     6.5464e-11     0.9309178     

      4         0       431      2.612e+02      2.612e+02     4.7087e+00     9.8176e-01      3.704e+01     5.1264e-02     1.0199e-01     0.8590624     
      4         1       500      2.611e+02      2.612e+02     4.6191e+00     9.3294e-01      3.705e+01     6.8458e-05     7.4458e-10     0.8590624     

      5         0       569      2.579e+02      2.582e+02     4.6913e+00     1.5595e+00      6.784e+01     2.9631e-01     2.9376e-01     0.7403326     
      5         1       638      2.577e+02      2.583e+02     4.6960e+00     1.2773e+00      6.800e+01     1.6836e-03     6.9635e-09     0.7403326     

      6         0       707      2.544e+02      2.549e+02     4.9099e+00     1.3347e+00      9.641e+01     8.2150e-01     3.3945e-01     0.6307126     
      6         1       776      2.540e+02      2.548e+02     5.0939e+00     1.1709e+00      9.676e+01     3.0670e-03     8.2449e-08     0.6307126     

      7         0       846      2.501e+02      2.506e+02     5.0720e+00     9.6654e-01      1.230e+02     1.3238e+00     3.0110e-01     0.5302586     
      7         1       916      2.494e+02      2.502e+02     5.4326e+00     9.3105e-01      1.235e+02     4.0169e-03     3.7704e-07     0.5302586     

      8         0       986      2.444e+02      2.447e+02     5.1435e+00     6.9910e-01      1.474e+02     1.7266e+00     2.5022e-01     0.4389022     
      8         1      1056      2.433e+02      2.439e+02     5.6329e+00     7.0558e-01      1.480e+02     6.3269e-03     1.0813e-06     0.4389022     

      9         0      1126      2.370e+02      2.373e+02     5.1635e+00     5.2549e-01      1.680e+02     2.0381e+00     2.0517e-01     0.3619577     
      9         1      1196      2.357e+02      2.362e+02     5.7301e+00     5.3682e-01      1.689e+02     9.0123e-03     2.1606e-06     0.3619577     

     10         0      1265      2.283e+02      2.285e+02     5.1610e+00     4.1189e-01      1.847e+02     2.2917e+00     1.6953e-01     0.3005017     
     10         1      1335      2.268e+02      2.272e+02     5.7685e+00     4.1960e-01      1.858e+02     1.1033e-02     3.3974e-06     0.3005017     

     11         0      1404      2.183e+02      2.186e+02     5.1456e+00     3.3360e-01      1.979e+02     2.5069e+00     1.4113e-01     0.2520129     
     11         1      1474      2.168e+02      2.171e+02     5.7736e+00     3.3820e-01      1.991e+02     1.2352e-02     4.8074e-06     0.2520129     

     12         0      1543      2.073e+02      2.075e+02     5.1135e+00     2.7740e-01      2.084e+02     2.6638e+00     1.1681e-01     0.2133556     
     12         1      1613      2.057e+02      2.059e+02     5.7562e+00     2.8022e-01      2.098e+02     1.3128e-02     6.6550e-06     0.2133556     

     13         0      1682      1.951e+02      1.953e+02     5.0662e+00     2.3584e-01      2.168e+02     2.7790e+00     9.6420e-02     0.1819317     
     13         1      1752      1.934e+02      1.936e+02     5.7196e+00     2.3769e-01      2.183e+02     1.3648e-02     9.4293e-06     0.1819317     

     14         0      1822      1.816e+02      1.818e+02     5.0020e+00     2.0449e-01      2.234e+02     2.8620e+00     7.9366e-02     0.1558964     
     14         1      1892      1.799e+02      1.801e+02     5.6625e+00     2.0583e-01      2.250e+02     1.3967e-02     1.3835e-05     0.1558964     

     15         0      1962      1.668e+02      1.670e+02     4.9171e+00     1.8058e-01      2.283e+02     2.9174e+00     6.5031e-02     0.1339285     
     15         1      2032      1.650e+02      1.652e+02     5.5801e+00     1.8164e-01      2.299e+02     1.4048e-02     2.1121e-05     0.1339285     

     16         0      2102      1.505e+02      1.507e+02     4.8042e+00     1.6228e-01      2.314e+02     2.9463e+00     5.2871e-02     0.1150231     
     16         1      2172      1.487e+02      1.489e+02     5.4640e+00     1.6319e-01      2.330e+02     1.3817e-02     3.3741e-05     0.1150231     

     17         0      2242      1.325e+02      1.327e+02     4.6513e+00     1.4832e-01      2.322e+02     2.9471e+00     4.2471e-02     0.0983397     
     17         1      2312      1.307e+02      1.309e+02     5.2993e+00     1.4912e-01      2.336e+02     1.3144e-02     5.6781e-05     0.0983397     

