# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        0.65        0.77        264.418      0.000217     0     0
    2        0.59        1.36        263.942      0.001973     0     0
    3        0.62        1.98        262.981      0.010750     0     0
    4        0.62        2.60        261.086      0.046022     0     0
    5        0.69        3.29        257.724      0.134990     0     0
    6        0.69        3.98        254.023      0.207144     0     0
    7        0.69        4.67        249.396      0.249555     0     0
    8        0.73        5.40        243.284      0.272182     0     0
    9        0.69        6.09        235.673      0.283270     0     0
   10        0.76        6.85        226.783      0.288389     0     0
   11        0.79        7.65        216.766      0.290406     0     0
   12        0.86        8.50        205.655      0.290580     0     0
   13        0.89        9.39        193.387      0.289392     0     0
   14        0.92        10.32        179.869      0.286936     0     0
   15        0.96        11.28         165      0.283062     0     0
   16        1.03        12.30        148.658      0.277384     0     0
   17        1.09        13.39        130.665      0.269178     0     0
   18        1.23        14.62        110.703      0.257067     0     0
   19        1.47        16.09        88.1144      0.238015     0     0
   20        1.64        17.73        61.1376      0.203234     0     0
   21        2.53        20.26        20.2425      0.120055     0     0
    0        0.97        21.22        16.1246      0.063906     0   112
    1        0.91        22.14        15.5813      0.047863     0    46
    2        0.91        23.05        15.5249      0.048130     0    77
    3        0.91        23.96        14.9067      0.042162     0    56
    4        0.91        24.87        14.972      0.043062     0    83
    5        0.91        25.79        14.4182      0.037597     0    90
    6        0.92        26.71        14.5951      0.039247     0   101
    7        0.92        27.62        13.9797      0.033775     0    90
    8        0.92        28.54        14.2054      0.035786     0    81
    9        0.95        29.49        13.723      0.031558     0    84
   10        0.92        30.41        13.8916      0.032448     0    79
   11        0.92        31.33        13.636      0.030300     0    87
   12        0.92        32.25        13.7007      0.030769     0    85
   13        0.92        33.17        13.5414      0.029089     0    98
   14        0.93        34.10        13.5961      0.029781     0    90
   15        0.94        35.04        13.4367      0.028163     0   102
   16        0.93        35.97        13.5015      0.028862     0    87
   17        0.92        36.89        13.3329      0.027185     0    86
   18        0.92        37.81        13.4062      0.027944     0    86
   19        0.94        38.75        13.2377      0.026239     0    87
   20        0.92        39.66        13.2926      0.026859     0   103
   21        0.91        40.58        13.1538      0.025473     0    94
   22        0.92        41.50        13.1917      0.025883     0    99
   23        0.93        42.43        13.0678      0.024698     0    70
   24        0.93        43.36        13.1115      0.025123     0    98
   25        0.92        44.28        12.9868      0.024007     0    79
   26        0.92        45.20        13.0375      0.024410     0    92
   27        0.92        46.12        12.9112      0.023382     0    80
   28        0.91        47.03        12.9646      0.023754     0    84
   29        0.93        47.96        12.8347      0.022705     0    73
   30        0.91        48.87        12.8928      0.023041     0    89
   31        0.92        49.79        12.7683      0.022112     0    79
   32        0.92        50.71        12.8078      0.022350     0    76
   33        0.92        51.63        12.7495      0.021754     0    70
   34        0.92        52.54        12.7545      0.021798     0    81
   35        0.93        53.47        12.7168      0.021542     0    86
   36        0.92        54.39        12.7201      0.021502     0    81
   37        0.92        55.30        12.6881      0.021265     0    85
   38        0.94        56.24        12.6889      0.021215     0    86
   39        0.94        57.18        12.6588      0.020998     0    81
   40        0.94        58.12        12.6575      0.020935     0    96
   41        0.95        59.07        12.6317      0.020752     0    74
   42        0.94        60.01        12.6282      0.020672     0    78
   43        0.94        60.95        12.604      0.020503     0    84
   44        0.94        61.89        12.6002      0.020429     0    83
   45        0.93        62.82        12.5785      0.020273     0    76
   46        0.92        63.74        12.5587      0.020055     0    68
   47        0.92        64.66        12.5662      0.020179     0    77
   48        0.94        65.60        12.5338      0.019818     0    76
   49        0.93        66.53        12.5407      0.019945     0    72
   50        0.94        67.47        12.506      0.019592     0    96
   51        0.93        68.41        12.5168      0.019723     0    66
   52        0.94        69.35        12.4853      0.019370     0    63
   53        0.94        70.29        12.4791      0.019386     0    60
   54        0.94        71.22        12.4743      0.019304     0    64
   55        0.93        72.15        12.4602      0.019209     0    60
   56        0.94        73.10        12.4542      0.019116     0    68
   57        0.94        74.03        12.4405      0.019031     0    57
   58        0.93        74.97        12.4345      0.018940     0    60
   59        0.93        75.89        12.42      0.018842     0    61
   60        0.94        76.83        12.4049      0.018724     0    78
   61        0.94        77.77        12.3969      0.018636     0    56
   62        0.93        78.70        12.3895      0.018543     0    43
   63        0.93        79.64        12.3782      0.018472     0    55
   64        0.93        80.57        12.3703      0.018379     0    45
   65        0.93        81.50        12.3612      0.018317     0    52
   66        0.93        82.43        12.3534      0.018224     0    42
   67        0.93        83.35        12.3428      0.018151     0    55
   68        0.93        84.28        12.3376      0.018084     0    43
   69        0.93        85.21        12.3256      0.017995     0    52
   70        0.93        86.14        12.3219      0.017942     0    41
   71        0.93        87.06        12.3092      0.017847     0    51
   72        0.93        88.00        12.3056      0.017794     0    46
   73        0.94        88.93        12.2924      0.017696     0    51
   74        0.94        89.87        12.2901      0.017652     0    43
   75        0.93        90.80        12.2749      0.017539     0    51
   76        0.93        91.73        12.2747      0.017514     0    45
   77        0.94        92.67        12.2565      0.017369     0    49
   78        0.94        93.61        12.2586      0.017367     0    49
   79        0.94        94.55        12.2391      0.017219     0    47
   80        0.95        95.50        12.238      0.017185     0    47
   81        0.95        96.45        12.2187      0.017036     0    51
   82        0.97        97.42        12.2224      0.017028     0    71
   83        0.98        98.41        12.1917      0.016823     0    61
   84        0.94        99.34        12.2162      0.016990     0    52
   85        0.93        100.27        12.1775      0.016738     0    75
   86        0.94        101.21        12.2008      0.016851     0    55
   87        0.93        102.14        12.1616      0.016629     0    74
   88        0.92        103.06        12.1861      0.016722     0    48
   89        0.93        103.99        12.1421      0.016496     0    95
   90        0.92        104.91        12.169      0.016573     0    50
   91        0.93        105.84        12.1258      0.016367     0    83
   92        0.93        106.77        12.1504      0.016410     0    41
   93        0.93        107.70        12.0893      0.016058     0    80
   94        0.93        108.63        12.1268      0.016220     0    44
   95        0.94        109.57        12.0583      0.015899     0    57
   96        0.93        110.50        12.0921      0.015925     0    45
   97        0.92        111.42        12.075      0.015885     0    50
   98        0.94        112.36        12.0693      0.015758     0    66
   99        0.92        113.28        12.0635      0.015770     0    54
   22        0.09        113.37        12.0635      0.015770     0    54
