@ Predictor 
@ Outer Iter 0 
@ Inner Iter 0 
@ self.mu 1.000000e+00 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 9.975429e+01
# iters            rel. res.
      0            1.000000e+00
      1            2.625350e-01
      2            2.680504e-16
@ Corrector 
@ Outer Iter 1 
@ Inner Iter 0 
@ self.mu 3.985523e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.725633e+02
# iters            rel. res.
      0            1.000000e+00
      1            1.934622e-01
      2            1.570397e-02
      3            1.731908e-03
      4            5.667297e-04
      5            1.239078e-04
      6            1.601909e-05
@ Corrector 
@ Outer Iter 1 
@ Inner Iter 1 
@ self.mu 3.985523e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.938213e+03
# iters            rel. res.
      0            1.000000e+00
      1            7.928030e-02
      2            4.207243e-02
      3            3.432369e-03
      4            2.716136e-04
      5            5.121884e-05
@ Predictor 
@ Outer Iter 1 
@ Inner Iter 2 
@ self.mu 3.985523e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.098302e+03
# iters            rel. res.
      0            1.000000e+00
      1            2.084083e-01
      2            1.142946e-01
      3            3.006433e-03
      4            8.654584e-04
      5            1.963424e-04
      6            3.404557e-05
@ Corrector 
@ Outer Iter 2 
@ Inner Iter 0 
@ self.mu 3.787591e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.017770e+03
# iters            rel. res.
      0            1.000000e+00
      1            2.113744e-01
      2            1.138308e-01
      3            3.492957e-03
      4            9.152233e-04
      5            1.900521e-04
      6            2.993471e-05
@ Corrector 
@ Outer Iter 2 
@ Inner Iter 1 
@ self.mu 3.787591e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.203076e+03
# iters            rel. res.
      0            1.000000e+00
      1            6.548174e-01
      2            1.997513e-01
      3            2.429923e-02
      4            3.512353e-03
      5            8.326121e-04
      6            7.175131e-05
@ Predictor 
@ Outer Iter 2 
@ Inner Iter 2 
@ self.mu 3.787591e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.251475e+04
# iters            rel. res.
      0            1.000000e+00
      1            6.485739e-01
      2            2.217358e-01
      3            1.878780e-02
      4            3.651511e-03
      5            8.059383e-04
      6            1.240520e-04
      7            1.812577e-05
@ Corrector 
@ Outer Iter 3 
@ Inner Iter 0 
@ self.mu 3.785500e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.539295e+04
# iters            rel. res.
      0            1.000000e+00
      1            6.150154e-01
      2            2.630091e-01
      3            2.687765e-02
      4            3.715583e-03
      5            8.426964e-04
      6            1.013390e-04
      7            1.381612e-05
@ Corrector 
@ Outer Iter 3 
@ Inner Iter 1 
@ self.mu 3.785500e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 7.292907e+04
# iters            rel. res.
      0            1.000000e+00
      1            6.899531e-01
      2            2.278248e-01
      3            1.940987e-02
      4            4.057946e-03
      5            6.502803e-04
      6            8.304233e-05
@ Predictor 
@ Outer Iter 3 
@ Inner Iter 2 
@ self.mu 3.785500e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.182624e+05
# iters            rel. res.
      0            1.000000e+00
      1            5.722334e-01
      2            2.171299e-01
      3            1.422819e-02
      4            3.055221e-03
      5            5.734913e-04
      6            8.746945e-05
@ Corrector 
@ Outer Iter 4 
@ Inner Iter 0 
@ self.mu 3.785317e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.922292e+05
# iters            rel. res.
      0            1.000000e+00
      1            5.310236e-01
      2            2.453324e-01
      3            1.958279e-02
      4            2.934472e-03
      5            3.508489e-04
      6            5.504394e-05
@ Corrector 
@ Outer Iter 4 
@ Inner Iter 1 
@ self.mu 3.785317e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.186400e+06
# iters            rel. res.
      0            1.000000e+00
      1            7.098640e-01
      2            2.305190e-01
      3            1.986554e-02
      4            4.491783e-03
      5            8.213103e-04
      6            1.216442e-04
      7            2.038946e-05
@ Predictor 
@ Outer Iter 4 
@ Inner Iter 2 
@ self.mu 3.785317e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 7.785940e+06
# iters            rel. res.
      0            1.000000e+00
      1            4.509030e-01
      2            1.967912e-01
      3            1.236068e-02
      4            2.370745e-03
      5            3.969437e-04
      6            5.623261e-05
@ Corrector 
@ Outer Iter 5 
@ Inner Iter 0 
@ self.mu 3.785313e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 5.575432e+06
# iters            rel. res.
      0            1.000000e+00
      1            4.119199e-01
      2            2.087481e-01
      3            1.681876e-02
      4            2.170660e-03
      5            1.665804e-04
      6            2.632802e-05
@ Corrector 
@ Outer Iter 5 
@ Inner Iter 1 
@ self.mu 3.785313e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.899747e+07
# iters            rel. res.
      0            1.000000e+00
      1            5.539599e-01
      2            1.852529e-01
      3            1.993976e-02
      4            4.885739e-03
      5            9.507348e-04
      6            1.436483e-04
      7            2.299227e-05
@ Predictor 
@ Outer Iter 5 
@ Inner Iter 2 
@ self.mu 3.785313e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.464701e+08
# iters            rel. res.
      0            1.000000e+00
      1            5.529863e-01
      2            2.452215e-01
      3            1.556771e-02
      4            1.088210e-02
      5            6.615812e-03
      6            4.028372e-03
      7            3.764568e-03
      8            2.454982e-03
      9            2.275055e-03
     10            1.186037e-03
     11            1.011883e-03
     12            2.989590e-04
     13            7.276825e-05
@ Corrector 
@ Outer Iter 6 
@ Inner Iter 0 
@ self.mu 3.785312e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.034701e+08
# iters            rel. res.
      0            1.000000e+00
      1            5.133831e-01
      2            2.702641e-01
      3            1.403959e-01
      4            2.839477e-02
      5            3.288191e-03
      6            3.193865e-04
      7            4.809417e-05
@ Corrector 
@ Outer Iter 6 
@ Inner Iter 1 
@ self.mu 3.785312e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.130612e+09
# iters            rel. res.
      0            1.000000e+00
      1            9.435028e-01
      2            9.422841e-01
      3            8.291071e-01
      4            8.285983e-01
      5            8.235667e-01
      6            6.982300e-01
      7            6.962957e-01
      8            6.773627e-01
      9            6.738512e-01
     10            6.612336e-01
     11            6.360457e-01
     12            6.323972e-01
     13            6.121099e-01
     14            5.640709e-01
     15            5.565479e-01
     16            5.565153e-01
     17            5.565145e-01
     18            5.442499e-01
     19            4.895861e-01
     20            4.828517e-01
@ Predictor 
@ Outer Iter 6 
@ Inner Iter 2 
@ self.mu 3.785312e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.762161e+17
# iters            rel. res.
      0            1.000000e+00
      1            9.363525e-01
      2            8.681827e-01
      3            8.614152e-01
      4            8.610599e-01
      5            8.609490e-01
      6            8.609341e-01
      7            8.609274e-01
      8            8.609255e-01
      9            8.609250e-01
     10            8.609245e-01
     11            8.609236e-01
     12            8.609232e-01
     13            8.609223e-01
     14            8.609181e-01
     15            8.609114e-01
     16            8.608826e-01
     17            8.608214e-01
     18            8.605595e-01
     19            8.601198e-01
     20            8.591292e-01
@ Corrector 
@ Outer Iter 7 
@ Inner Iter 0 
@ self.mu 3.785312e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 2.527231e+17
# iters            rel. res.
      0            1.000000e+00
      1            9.999903e-01
      2            9.999799e-01
      3            9.386951e-01
      4            8.474893e-01
      5            8.450849e-01
      6            7.229896e-01
      7            1.459830e-01
      8            1.185066e-01
      9            9.559601e-02
     10            1.837066e-02
     11            4.537538e-04
     12            3.930043e-04
     13            3.928537e-04
     14            3.903037e-04
     15            3.770022e-04
     16            3.756582e-04
     17            3.628598e-05
@ Corrector 
@ Outer Iter 7 
@ Inner Iter 1 
@ self.mu 3.785312e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 4.460211e+26
# iters            rel. res.
      0            1.000000e+00
      1            1.000000e+00
      2            9.999997e-01
      3            9.999925e-01
      4            9.999603e-01
      5            9.999139e-01
      6            9.998936e-01
      7            9.998840e-01
      8            9.998836e-01
      9            9.998444e-01
     10            9.997870e-01
     11            9.997833e-01
     12            9.994648e-01
     13            9.979422e-01
     14            9.946131e-01
     15            9.934693e-01
     16            9.934693e-01
     17            9.906691e-01
     18            9.860390e-01
     19            9.685014e-01
     20            9.510928e-01
@ Predictor 
@ Outer Iter 7 
@ Inner Iter 2 
@ self.mu 3.785312e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 1.016039e+52
# iters            rel. res.
      0            1.000000e+00
      1            7.382786e-01
      2            6.225167e-01
      3            6.144178e-01
      4            6.142555e-01
      5            6.138811e-01
      6            6.138063e-01
      7            6.137002e-01
      8            6.136785e-01
      9            6.132414e-01
     10            6.131539e-01
     11            6.131523e-01
     12            6.131519e-01
     13            6.131519e-01
     14            6.131519e-01
     15            6.131519e-01
     16            6.131519e-01
     17            6.131519e-01
     18            6.131519e-01
     19            6.131519e-01
     20            6.131519e-01
@ Corrector 
@ Outer Iter 8 
@ Inner Iter 0 
@ self.mu 3.785312e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 3.761781e+51
# iters            rel. res.
      0            1.000000e+00
      1            9.999996e-01
      2            9.999996e-01
      3            9.999996e-01
      4            9.999996e-01
      5            9.999996e-01
      6            9.999996e-01
      7            9.999996e-01
      8            9.999996e-01
      9            9.999996e-01
     10            9.999996e-01
     11            9.999996e-01
     12            9.999996e-01
     13            9.999995e-01
     14            9.999993e-01
     15            9.999993e-01
     16            9.999983e-01
     17            9.999761e-01
     18            9.999604e-01
     19            9.998405e-01
     20            9.984180e-01
@ Corrector 
@ Outer Iter 8 
@ Inner Iter 1 
@ self.mu 3.785312e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-04
# initial residual norm     = 8.355091e+98
# iters            rel. res.
      0            1.000000e+00
      1            1.000000e+00
      2            9.990517e-01
      3            9.990517e-01
      4            9.990517e-01
