# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        0.86        0.99        264.418      0.000217     0     0
    2        0.76        1.75        263.942      0.001973     0     0
    3        0.76        2.51        262.981      0.010750     0     0
    4        0.76        3.27        261.814      0.030033     0     0
    5        0.76        4.03        260.913      0.050172     0     0
    6        0.77        4.80        260.085      0.071445     0     0
    7        0.77        5.56        259.2      0.095596     0     0
    8        0.76        6.33        258.148      0.124062     0     0
    9        0.77        7.10        256.741      0.158476     0     0
   10        0.77        7.86        254.56      0.199337     0     0
   11        0.77        8.63        251.402      0.235524     0     0
   12        0.77        9.40        246.966      0.261167     0     0
   13        0.77        10.17        240.997      0.276679     0     0
   14        0.77        10.94        233.459      0.285045     0     0
   15        0.77        11.71        224.513      0.289089     0     0
   16        0.77        12.48        214.344      0.290585     0     0
   17        0.77        13.25        203.015      0.290427     0     0
   18        0.77        14.01        190.486      0.288958     0     0
   19        0.77        14.78        176.679      0.286206     0     0
   20        0.77        15.55        161.495      0.281973     0     0
   21        0.77        16.31        144.804      0.275813     0     0
   22        0.77        17.08        126.408      0.266896     0     0
   23        0.77        17.85        105.945      0.253600     0     0
   24        0.85        18.69        82.6185      0.232221     0     0
   25        0.90        19.59        54.161      0.190915     0     0
   26        3.35        22.94        15.1778      0.076733     0     0
   27        2.34        25.28        18.1199      0.130555     0     0
   28        1.49        26.77        17.9787      0.082974     0     0
   29        1.44        28.21        17.6215      0.067668     0     0
   30        1.40        29.61        16.9874      0.063081     0     0
   31        1.54        31.15        15.7636      0.053951     0     0
   32        1.64        32.79        14.6295      0.044441     0     0
   33        1.78        34.57        13.7245      0.036236     0     0
   34        2.08        36.65        12.9839      0.029114     0     0
   35        2.32        38.97        12.359      0.022871     0     0
   36        2.41        41.38        11.8203      0.017392     0     0
   37        2.49        43.87        11.3832      0.012908     0     0
   38        2.50        46.37        11.0913      0.009868     0     0
   39        2.53        48.90        10.8613      0.007480     0     0
   40        3.75        52.65        10.597      0.004820     0     0
   41        4.74        57.39        10.3039      0.002020     0     0
   42        3.70        61.10        10.163      0.000952     0     0
   43        5.49        66.59        10.1056      0.000292     0     0
   44        3.77        70.36        10.0945      0.000184     0     0
   45        3.78        74.14        10.0881      0.000125     0     0
   46        4.01        78.15        10.0837      0.000042     0     0
   47        3.87        82.02        10.082      0.000016     0     0
   48        3.92        85.93        10.0817      0.000007     0     0
    0        2.02        87.96        10.0817      0.000001     0     0
   49        0.13        88.09        10.0817      0.000001     0     0
