# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.50        0.50        264.654      0.000000     0     0
    1        6.46        6.96        264.542      0.000196     0     0
    2        6.31        13.26        264.314      0.001787     0     0
    3        6.31        19.57        263.985      0.006704     0     0
    4        6.31        25.88        263.741      0.012030     0     0
    5        6.30        32.18        263.528      0.017466     0     0
    6        6.31        38.50        263.305      0.023565     0     0
    7        6.39        44.88        263.045      0.030695     0     0
    8        6.32        51.21        262.702      0.039256     0     0
    9        6.32        57.52        262.172      0.049543     0     0
   10        6.34        63.86        261.127      0.061018     0     0
   11        6.32        70.19        258.974      0.069311     0     0
   12        6.33        76.52        255.569      0.072692     0     0
   13        6.33        82.85        251.646      0.073802     0     0
   14        6.33        89.18        247.155      0.074239     0     0
   15        6.33        95.52        242.07      0.074402     0     0
   16        6.33        101.85        236.375      0.074423     0     0
   17        6.34        108.19        230.058      0.074350     0     0
   18        6.33        114.52        223.108      0.074200     0     0
   19        6.33        120.85        215.515      0.073974     0     0
   20        6.34        127.19        207.268      0.073668     0     0
   21        6.34        133.53        198.355      0.073270     0     0
   22        6.50        140.03        188.759      0.072772     0     0
   23        6.51        146.55        178.46      0.072114     0     0
   24        6.34        152.89        167.429      0.071302     0     0
   25        6.57        159.46        155.623      0.070274     0     0
   26        7.23        166.68        142.979      0.068966     0     0
   27        7.41        174.09        129.391      0.067278     0     0
   28        7.16        181.25        114.679      0.065034     0     0
   29        6.70        187.94        98.4966      0.061941     0     0
   30        7.96        195.90        80.0753      0.057287     0     0
   31        7.81        203.71        57.1005      0.048894     0     0
   32        20.70        224.41        23.5953      0.024823     0     0
   33        23.13        247.54        19.1603      0.018388     0     0
   34        16.90        264.44        16.894      0.014530     0     0
   35        16.08        280.52        15.4108      0.011713     0     0
   36        13.87        294.39        14.2974      0.009420     0     0
   37        18.63        313.02        13.2496      0.007100     0     0
   38        30.29        343.30        12.2483      0.004755     0     0
   39        33.21        376.51        11.4094      0.002738     0     0
   40        33.24        409.75        10.9612      0.001612     0     0
   41        31.21        440.97        10.7083      0.001003     0     0
   42        31.57        472.54        10.5421      0.000620     0     0
   43        31.61        504.14        10.4066      0.000338     0     0
   44        31.92        536.07        10.3271      0.000167     0     0
   45        31.85        567.92        10.2925      0.000098     0     0
   46        32.07        599.98        10.2712      0.000055     0     0
   47        32.13        632.12        10.2571      0.000028     0     0
   48        32.20        664.32        10.25      0.000013     0     0
   49        47.79        712.11        10.2473      0.000006     0     0
    0        16.39        728.50        10.2451      0.000003     0     0
    1        16.15        744.65        10.2451      0.000003     0     0
    2        16.41        761.06        10.2452      0.000003     0     0
   50        0.54        761.60        10.2452      0.000003     0     0
