# Kona Param. Contn. convergence history (opt tol = 4.772971e-04 | feas tol = 1.000000e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0     -----        18      2.647e+02      2.647e+02     4.7730e+00     0.0000e+00     ----------     ----------     ----------     1.0000     

      1         0        33      2.642e+02      2.642e+02     4.7730e+00     1.3842e-01      5.422e+00     2.0070e-03     2.8384e-03     0.9794939     
      1         1        71      2.642e+02      2.642e+02     4.7688e+00     1.4088e-01      5.422e+00     1.7866e-09     3.1025e-11     0.9794939     

      2         0       103      2.635e+02      2.635e+02     4.7571e+00     3.4435e-01      1.312e+01     4.0775e-03     6.1872e-03     0.9503098     
      2         1       143      2.635e+02      2.635e+02     4.7482e+00     3.4637e-01      1.312e+01     6.5228e-08     1.7326e-09     0.9503098     

      3         0       182      2.628e+02      2.629e+02     4.7241e+00     5.2441e-01      1.976e+01     3.6678e-03     4.9676e-03     0.9250965     
      3         1       224      2.628e+02      2.629e+02     4.7178e+00     5.2272e-01      1.976e+01     1.2514e-07     7.3769e-09     0.9250965     

      4         0       264      2.623e+02      2.623e+02     4.6902e+00     6.6684e-01      2.525e+01     3.2802e-03     3.5279e-03     0.9041681     
      4         1       306      2.623e+02      2.623e+02     4.6865e+00     6.6362e-01      2.525e+01     1.2022e-07     1.5410e-08     0.9041681     

      5         0       347      2.618e+02      2.619e+02     4.6600e+00     7.8250e-01      3.001e+01     3.0650e-03     2.6542e-03     0.8860163     
      5         1       389      2.618e+02      2.619e+02     4.6578e+00     7.7880e-01      3.001e+01     1.1335e-07     2.6191e-08     0.8860163     

      6         0       430      2.614e+02      2.615e+02     4.6342e+00     8.8069e-01      3.436e+01     3.0518e-03     2.1896e-03     0.8693682     
      6         1       472      2.614e+02      2.615e+02     4.6328e+00     8.7670e-01      3.436e+01     1.2276e-07     4.2962e-08     0.8693682     

      7         0       513      2.609e+02      2.611e+02     4.6132e+00     9.6650e-01      3.853e+01     3.2107e-03     1.9443e-03     0.8534064     
      7         1       556      2.609e+02      2.611e+02     4.6124e+00     9.6218e-01      3.853e+01     1.4701e-07     7.1404e-08     0.8534064     

      8         0       598      2.605e+02      2.607e+02     4.5980e+00     1.0426e+00      4.267e+01     3.5426e-03     1.8273e-03     0.8375492     
      8         1       641      2.605e+02      2.607e+02     4.5976e+00     1.0379e+00      4.267e+01     1.8560e-07     1.2262e-07     0.8375492     

      9         0       683      2.601e+02      2.603e+02     4.5901e+00     1.1105e+00      4.690e+01     4.0866e-03     1.7982e-03     0.8213034     
      9         1       726      2.601e+02      2.603e+02     4.5900e+00     1.1051e+00      4.690e+01     2.3996e-07     2.1984e-07     0.8213034     

     10         0       768      2.596e+02      2.599e+02     4.5917e+00     1.1703e+00      5.136e+01     4.9272e-03     1.8396e-03     0.8041738     
     10         1       810      2.596e+02      2.599e+02     4.5918e+00     1.1641e+00      5.137e+01     3.1171e-07     4.1417e-07     0.8041738     

     11         0       852      2.591e+02      2.595e+02     4.6062e+00     1.2213e+00      5.620e+01     6.2229e-03     1.9451e-03     0.7855870     
     11         1       909      2.590e+02      2.594e+02     4.6063e+00     1.2140e+00      5.621e+01     5.5249e-08     4.4280e-10     0.7855870     

     12         0       951      2.585e+02      2.589e+02     4.6383e+00     1.2616e+00      6.162e+01     8.2707e-03     2.1128e-03     0.7647966     
     12         1      1007      2.584e+02      2.589e+02     4.6383e+00     1.2527e+00      6.162e+01     2.8229e-08     8.6091e-10     0.7647966     

     13         0      1056      2.577e+02      2.583e+02     4.6954e+00     1.2875e+00      6.789e+01     1.1657e-02     2.3351e-03     0.7407374     
     13         1      1114      2.577e+02      2.583e+02     4.6945e+00     1.2764e+00      6.790e+01     1.8319e-07     2.1041e-09     0.7407374     

     14         0      1170      2.569e+02      2.575e+02     4.7873e+00     1.2920e+00      7.545e+01     1.7629e-02     2.5718e-03     0.7117604     
     14         1      1222      2.568e+02      2.575e+02     4.7842e+00     1.2780e+00      7.546e+01     1.5079e-06     6.9370e-07     0.7117604     

     15         0      1279      2.557e+02      2.564e+02     4.9280e+00     1.2634e+00      8.504e+01     2.9099e-02     2.6623e-03     0.6751234     
     15         1      1334      2.556e+02      2.564e+02     4.9191e+00     1.2457e+00      8.506e+01     2.9938e-06     5.7860e-09     0.6751234     

     16         0      1390      2.540e+02      2.548e+02     5.1326e+00     1.1813e+00      9.794e+01     5.3541e-02     2.0724e-03     0.6260254     
     16         1      1444      2.538e+02      2.546e+02     5.1104e+00     1.1603e+00      9.800e+01     1.2445e-05     2.0931e-08     0.6260254     

     17         0      1501      2.511e+02      2.519e+02     5.4040e+00     1.0150e+00      1.163e+02     1.1079e-01     2.6874e-03     0.5563549     
