# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        0.68        0.80        264.177      0.000940     0   128
    2        0.61        1.41        263.469      0.005770     0   128
    3        0.62        2.02        262.833      0.013478     0   128
    4        0.62        2.65        262.29      0.022390     0   128
    5        0.62        3.26        261.81      0.031880     0   128
    6        0.62        3.88        261.364      0.041901     0   128
    7        0.62        4.51        260.932      0.052551     0   128
    8        0.62        5.13        260.499      0.063982     0   128
    9        0.63        5.75        260.05      0.076389     0   128
   10        0.62        6.37        259.572      0.090014     0   128
   11        0.68        7.06        259.047      0.105159     0   128
   12        0.72        7.77        258.448      0.122195     0   128
   13        0.75        8.52        257.736      0.141574     0   128
   14        0.72        9.24        256.843      0.163814     0   128
   15        0.75        9.99        255.638      0.189389     0   128
   16        0.75        10.74        253.838      0.218308     0   128
   17        0.76        11.50        250.758      0.248823     0   128
   18        0.75        12.25        244.67      0.275264     0   128
   19        0.72        12.97        234.014      0.289116     0   128
   20        0.83        13.80        223.114      0.292817     0   128
   21        0.88        14.68        210.616      0.293316     0   128
   22        0.88        15.56        196.868      0.291954     0   128
   23        1.01        16.57        181.713      0.289076     0   128
   24        1.11        17.68        165.111      0.284566     0   128
   25        1.35        19.02        146.946      0.277960     0   128
   26        1.38        20.40        127.016      0.268324     0   128
   27        1.49        21.90        104.877      0.253736     0   128
   28        1.65        23.55        79.5485      0.229525     0   128
   29        1.70        25.25        47.2473      0.176846     0   128
   30        3.37        28.62        13.0924      0.094308     0   128
   31        2.58        31.20        14.5907      0.050472     0   127
