@ Predictor 
@ Outer Iter 0 
@ Inner Iter 0 
@ self.mu 1.000000e+00 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 3.615730e+04
# iters            rel. res.
      0            1.000000e+00
      1            1.510787e-03
# FGMRES final (true) residual : |res|/|res0| = 1.510787e-03
@ Corrector 
@ Outer Iter 1 
@ Inner Iter 0 
@ self.mu 9.995000e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 5.398261e+02
# iters            rel. res.
      0            1.000000e+00
      1            2.913782e-03
# FGMRES final (true) residual : |res|/|res0| = 2.913782e-03
@ Predictor 
@ Outer Iter 1 
@ Inner Iter 1 
@ self.mu 9.995000e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 3.585690e+03
# iters            rel. res.
      0            1.000000e+00
      1            7.602612e-01
      2            4.819273e-02
      3            4.922250e-05
# FGMRES final (true) residual : |res|/|res0| = 4.922605e-05
@ Corrector 
@ Outer Iter 2 
@ Inner Iter 0 
@ self.mu 9.978597e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.442786e+01
# iters            rel. res.
      0            1.000000e+00
      1            1.672034e-01
      2            1.945608e-02
      3            7.498428e-05
# FGMRES final (true) residual : |res|/|res0| = 7.498233e-05
@ Predictor 
@ Outer Iter 2 
@ Inner Iter 1 
@ self.mu 9.978597e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 4.000544e+02
# iters            rel. res.
      0            1.000000e+00
      1            5.416464e-01
      2            3.617148e-01
      3            1.848169e-03
# FGMRES final (true) residual : |res|/|res0| = 1.848202e-03
@ Corrector 
@ Outer Iter 3 
@ Inner Iter 0 
@ self.mu 9.971305e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.143142e-01
# iters            rel. res.
      0            1.000000e+00
      1            4.324650e-01
      2            2.244868e-02
      3            1.233750e-02
      4            3.438436e-05
# FGMRES final (true) residual : |res|/|res0| = 3.438095e-05
@ Predictor 
@ Outer Iter 3 
@ Inner Iter 1 
@ self.mu 9.971305e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 3.119621e+02
# iters            rel. res.
      0            1.000000e+00
      1            9.676437e-01
      2            5.820442e-02
      3            3.662096e-02
      4            4.980688e-04
# FGMRES final (true) residual : |res|/|res0| = 4.980297e-04
@ Corrector 
@ Outer Iter 4 
@ Inner Iter 0 
@ self.mu 9.959883e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.595910e-01
# iters            rel. res.
      0            1.000000e+00
      1            4.186492e-01
      2            6.734013e-02
      3            3.318443e-03
# FGMRES final (true) residual : |res|/|res0| = 3.318436e-03
@ Predictor 
@ Outer Iter 4 
@ Inner Iter 1 
@ self.mu 9.959883e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 2.366254e+02
# iters            rel. res.
      0            1.000000e+00
      1            9.535119e-01
      2            2.352856e-01
      3            5.560513e-03
# FGMRES final (true) residual : |res|/|res0| = 5.560484e-03
@ Corrector 
@ Outer Iter 5 
@ Inner Iter 0 
@ self.mu 9.947034e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.568479e-01
# iters            rel. res.
      0            1.000000e+00
      1            4.092071e-01
      2            8.782348e-02
      3            1.404791e-02
      4            4.471419e-04
# FGMRES final (true) residual : |res|/|res0| = 4.471301e-04
@ Predictor 
@ Outer Iter 5 
@ Inner Iter 1 
@ self.mu 9.947034e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.891415e+02
# iters            rel. res.
      0            1.000000e+00
      1            9.578544e-01
      2            4.136701e-01
      3            6.413476e-02
      4            4.636588e-03
# FGMRES final (true) residual : |res|/|res0| = 4.636530e-03
@ Corrector 
@ Outer Iter 6 
@ Inner Iter 0 
@ self.mu 9.935290e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.687773e-01
# iters            rel. res.
      0            1.000000e+00
      1            2.706976e-01
      2            5.336256e-02
      3            5.130445e-03
# FGMRES final (true) residual : |res|/|res0| = 5.130478e-03
@ Predictor 
@ Outer Iter 6 
@ Inner Iter 1 
@ self.mu 9.935290e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.612886e+02
# iters            rel. res.
      0            1.000000e+00
      1            9.228281e-01
      2            4.666652e-01
      3            1.643310e-02
      4            2.636788e-03
# FGMRES final (true) residual : |res|/|res0| = 2.636636e-03
@ Corrector 
@ Outer Iter 7 
@ Inner Iter 0 
@ self.mu 9.923926e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.949343e-01
# iters            rel. res.
      0            1.000000e+00
      1            5.983982e-01
      2            4.101086e-02
      3            5.520791e-03
# FGMRES final (true) residual : |res|/|res0| = 5.520714e-03
@ Predictor 
@ Outer Iter 7 
@ Inner Iter 1 
@ self.mu 9.923926e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.419546e+02
# iters            rel. res.
      0            1.000000e+00
      1            8.951206e-01
      2            6.407588e-01
      3            2.271661e-02
      4            3.041284e-03
# FGMRES final (true) residual : |res|/|res0| = 3.041302e-03
@ Corrector 
@ Outer Iter 8 
@ Inner Iter 0 
@ self.mu 9.912556e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 2.233840e-01
# iters            rel. res.
      0            1.000000e+00
      1            5.178913e-01
      2            4.688888e-02
      3            5.973013e-03
# FGMRES final (true) residual : |res|/|res0| = 5.973011e-03
@ Predictor 
@ Outer Iter 8 
@ Inner Iter 1 
@ self.mu 9.912556e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.272632e+02
# iters            rel. res.
      0            1.000000e+00
      1            8.767764e-01
      2            7.873444e-01
      3            3.235610e-02
      4            5.577246e-03
# FGMRES final (true) residual : |res|/|res0| = 5.577150e-03
@ Corrector 
@ Outer Iter 9 
@ Inner Iter 0 
@ self.mu 9.900967e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 2.529646e-01
# iters            rel. res.
      0            1.000000e+00
      1            4.963011e-01
      2            4.866076e-02
      3            6.688579e-03
# FGMRES final (true) residual : |res|/|res0| = 6.688569e-03
@ Predictor 
@ Outer Iter 9 
@ Inner Iter 1 
@ self.mu 9.900967e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.155002e+02
# iters            rel. res.
      0            1.000000e+00
      1            8.709776e-01
      2            8.367328e-01
      3            4.159893e-02
      4            6.786448e-03
# FGMRES final (true) residual : |res|/|res0| = 6.786576e-03
@ Corrector 
@ Outer Iter 10 
@ Inner Iter 0 
@ self.mu 9.888590e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 2.847986e-01
# iters            rel. res.
      0            1.000000e+00
      1            2.956383e-01
      2            2.559603e-02
      3            7.289333e-03
# FGMRES final (true) residual : |res|/|res0| = 7.289333e-03
@ Predictor 
@ Outer Iter 10 
@ Inner Iter 1 
@ self.mu 9.888590e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 1.054435e+02
# iters            rel. res.
      0            1.000000e+00
      1            8.729656e-01
      2            8.526335e-01
      3            5.251999e-02
      4            1.512293e-03
# FGMRES final (true) residual : |res|/|res0| = 1.512338e-03
@ Corrector 
@ Outer Iter 11 
@ Inner Iter 0 
@ self.mu 9.874886e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 3.201406e-01
# iters            rel. res.
      0            1.000000e+00
      1            3.748699e-01
      2            3.223487e-02
      3            7.122781e-03
# FGMRES final (true) residual : |res|/|res0| = 7.122793e-03
@ Predictor 
@ Outer Iter 11 
@ Inner Iter 1 
@ self.mu 9.874886e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 9.646898e+01
# iters            rel. res.
      0            1.000000e+00
      1            8.784975e-01
      2            8.605350e-01
      3            5.884050e-02
      4            3.653105e-03
# FGMRES final (true) residual : |res|/|res0| = 3.653069e-03
@ Corrector 
@ Outer Iter 12 
@ Inner Iter 0 
@ self.mu 9.859489e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 3.599137e-01
# iters            rel. res.
      0            1.000000e+00
      1            1.594298e-01
      2            1.040520e-02
      3            7.888431e-03
# FGMRES final (true) residual : |res|/|res0| = 7.888433e-03
@ Predictor 
@ Outer Iter 12 
@ Inner Iter 1 
@ self.mu 9.859489e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 8.834579e+01
# iters            rel. res.
      0            1.000000e+00
      1            8.861675e-01
      2            8.615275e-01
      3            7.458847e-02
      4            1.513346e-02
      5            1.787315e-03
# FGMRES final (true) residual : |res|/|res0| = 1.787359e-03
@ Corrector 
@ Outer Iter 13 
@ Inner Iter 0 
@ self.mu 9.842435e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 4.040354e-01
# iters            rel. res.
      0            1.000000e+00
      1            2.200658e-01
      2            3.223786e-02
      3            8.207690e-03
# FGMRES final (true) residual : |res|/|res0| = 8.207691e-03
@ Predictor 
@ Outer Iter 13 
@ Inner Iter 1 
@ self.mu 9.842435e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 8.111759e+01
# iters            rel. res.
      0            1.000000e+00
      1            8.968962e-01
      2            8.422387e-01
      3            9.013193e-02
      4            1.587669e-02
      5            4.941999e-03
# FGMRES final (true) residual : |res|/|res0| = 4.941855e-03
@ Corrector 
@ Outer Iter 14 
@ Inner Iter 0 
@ self.mu 9.822058e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 4.567517e-01
# iters            rel. res.
      0            1.000000e+00
      1            5.009296e-01
      2            7.299749e-02
      3            7.907331e-03
# FGMRES final (true) residual : |res|/|res0| = 7.907343e-03
@ Predictor 
@ Outer Iter 14 
@ Inner Iter 1 
@ self.mu 9.822058e-01 
# FGMRES residual history
# residual tolerance target = 1.000000e-02
# initial residual norm     = 7.424133e+01
# iters            rel. res.
      0            1.000000e+00
      1            9.250411e-01
      2            5.681738e-01
      3            7.664109e-02
      4            1.809699e-02
