# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        0.12        0.12        264.654      0.000000     0     0
    1        1.27        1.39        264.418      0.000217     0     0
    2        1.35        2.74        263.942      0.001973     0     0
    3        1.43        4.17        262.981      0.010750     0     0
    4        1.50        5.67        261.086      0.046022     0     0
    5        1.52        7.18        257.724      0.134990     0     0
    6        1.52        8.71        254.023      0.207144     0     0
    7        1.40        10.11        249.396      0.249555     0     0
    8        1.41        11.52        243.284      0.272182     0     0
    9        1.47        12.99        235.673      0.283270     0     0
   10        1.51        14.50        226.783      0.288389     0     0
   11        1.54        16.03        216.766      0.290406     0     0
   12        1.38        17.42        205.655      0.290581     0     0
   13        1.37        18.79        193.387      0.289393     0     0
   14        1.44        20.24        179.869      0.286936     0     0
   15        1.49        21.72         165      0.283062     0     0
   16        1.53        23.25        148.658      0.277385     0     0
   17        1.54        24.79        130.664      0.269183     0     0
   18        1.39        26.18        110.708      0.257073     0     0
   19        1.54        27.72        88.1317      0.238035     0     0
   20        1.70        29.42        61.1908      0.203327     0     0
   21        3.70        33.12        24.6264      0.106758     0     0
   22        4.20        37.32        18.1715      0.071210     0     0
   23        4.11        41.43        14.0353      0.039465     0     0
   24        6.84        48.28        12.3155      0.022432     0     0
   25        4.86        53.14        11.301      0.012064     0     0
   26        4.97        58.11        10.986      0.008739     0     0
   27        7.34        65.45        10.6097      0.004951     0     0
   28        8.36        73.81        10.2968      0.001974     0     0
   29        6.51        80.33        10.1593      0.000899     0     0
   30        9.55        89.88        10.1059      0.000294     0     0
   31        6.51        96.39        10.0945      0.000185     0     0
   32        6.64        103.03        10.088      0.000124     0     0
   33        6.95        109.98        10.0837      0.000042     0     0
   34        6.70        116.68        10.082      0.000016     0     0
   35        6.77        123.45        10.0817      0.000007     0     0
   36        3.61        127.06        10.0817      0.000001     0     0
