# Kona Param. Contn. convergence history (opt tol = 1.321086e-06 | feas tol = 9.887564e-06)
# outer     inner      cost      objective     lagrangian       opt norm      feas norm       homotopy        hom opt       hom feas     mu             
      0         0         1      4.315e+01      4.315e+01     1.3211e+01     9.8876e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000     

      1         0         9      3.543e+01      6.793e+03     7.8131e+02     1.1396e+02      3.393e+03     4.7042e+02     4.4948e+01     3.985523e-01          
      1         1        25      1.082e+02      3.762e+02     1.2794e+02     1.3326e+01      3.589e+02     6.5732e+01     2.0879e-04     3.985523e-01          

      2         0        59      6.790e+01      6.067e+01     1.6385e+01     1.8173e+00      2.363e+02     9.3389e+00     2.5432e+00     1.569619e-01          
      2         1        77      3.587e+01      4.561e+01     1.0205e+01     1.3464e+00      2.574e+02     1.1091e+00     3.8614e-06     1.569619e-01          

      3         0       115      3.115e+01      3.867e+01     8.5715e+00     1.0700e+00      2.345e+02     2.9166e-01     1.4844e-02     1.333323e-01          
      3         1       133      3.088e+01      3.851e+01     8.5344e+00     1.0834e+00      2.352e+02     1.0639e-03     1.0969e-08     1.333323e-01          

      4         0       153      1.764e+01      1.910e+01     3.8462e+00     3.0104e-01      1.028e+02     1.2696e+00     2.1690e-01     4.284356e-02          
      4         1       173      1.292e+01      1.637e+01     3.0986e+00     3.9282e-01      1.113e+02     2.5086e-01     4.8374e-07     4.284356e-02          

      5         0       215      7.380e+00      1.029e+01     1.6750e+00     2.7069e-01      6.091e+01     3.6124e-01     6.5398e-02     1.927415e-02          
      5         1       239      7.524e+00      1.103e+01     1.4849e+00     2.6252e-01      6.207e+01     1.1726e-01     3.3385e-06     1.927415e-02          

      6         0       283      6.045e+00      9.482e+00     8.2109e-01     2.0292e-01      3.681e+01     1.3416e-01     4.1005e-02     9.569241e-03          
      6         1       307      6.600e+00      9.945e+00     7.5239e-01     1.7975e-01      3.702e+01     1.6071e-02     6.1283e-06     9.569241e-03          

      7         0       355      7.105e+00      9.780e+00     3.3195e-01     1.1500e-01      2.042e+01     6.0365e-02     2.9987e-02     3.677787e-03          
      7         1       389      7.749e+00      9.986e+00     2.9387e-01     9.0868e-02      2.048e+01     3.0035e-03     2.4860e-06     3.677787e-03          

      8         0       425      9.155e+00      1.001e+01     6.0794e-02     2.9969e-02      1.171e+01     1.7165e-02     1.3038e-02     6.035602e-04          
      8         1       469      9.514e+00      1.003e+01     4.8506e-02     1.7646e-02      1.171e+01     2.4324e-04     7.6568e-06     6.035602e-04          

      9         0       515      9.978e+00      1.001e+01     2.0122e-03     1.1749e-03      1.006e+01     8.9317e-04     6.3333e-04     1.854823e-05          
      9         1       559      9.996e+00      1.001e+01     1.4947e-03     5.6018e-04      1.006e+01     5.9845e-06     1.8424e-06     1.854823e-05          

     10         0       605      1.001e+01      1.001e+01     1.9477e-04     6.9444e-05      1.002e+01     3.4645e-05     2.3258e-06     2.340334e-06          
     10         1       649      1.001e+01      1.001e+01     1.8908e-04     7.0992e-05      1.002e+01     3.2883e-06     1.6794e-06     2.340334e-06          

     11         0       695      1.001e+01      1.001e+01     1.3412e-05     9.0562e-06      1.001e+01     1.0540e-05     8.9970e-06     8.175241e-08          
     11         1       739      1.001e+01      1.001e+01     6.5871e-06     2.4873e-06      1.001e+01     6.5823e-07     2.2020e-08     8.175241e-08          

     12         0       785      1.001e+01      1.001e+01     3.2493e-06     1.1804e-06      1.001e+01     6.5064e-07     1.9852e-08     3.914627e-08          

     13         0       830      1.001e+01      1.001e+01     6.9259e-07     6.9094e-08      1.001e+01     6.6097e-07     5.5591e-08     1.486499e-09          

     14         0       875      1.001e+01      1.001e+01     6.6694e-07     5.5678e-08      1.001e+01     6.6198e-07     5.5484e-08     3.023476e-10          

     15         0       920      1.001e+01      1.001e+01     6.7943e-07     5.5502e-08      1.001e+01     6.7943e-07     5.5502e-08     0.000000e+00          
