# Kona Param. Contn. convergence history (opt tol = 1.875000e-08 | feas tol = 8.573463e-06)
# outer     inner      cost      objective     lagrangian       opt 2norm     S*Lam 2norm      feas 2norm       homotopy        hom opt       hom feas     mu               opt infty     S*Lam infty      feas infty     
      0         0         1      2.812e-01      2.812e-01     1.8750e-01     0.0000e+00     8.5735e+01     0.0000e+00     0.0000e+00     0.0000e+00     1.0000          6.2500e-02     0.0000e+00     2.0000e+01     

      1         0         8      2.813e-01      4.568e+00     1.9888e-01     4.9965e-01     8.5735e+01      1.415e-03     3.6803e-04     2.9648e-05     9.994168e-01          6.6526e-02     1.1663e-01     2.0000e+01     
      1         1        93      2.812e-01      4.570e+00     1.9887e-01     4.9994e-01     8.5734e+01      1.415e-03     1.6693e-05     9.9464e-06     9.994168e-01          6.6535e-02     1.1670e-01     2.0000e+01     

      2         0       227      2.811e-01      2.781e+01     2.9538e-01     3.2087e+00     8.5731e+01      5.269e-02     8.7835e-03     1.9690e-03     9.962585e-01          8.9762e-02     7.4897e-01     1.9999e+01     
      2         1       312      2.811e-01      2.788e+01     2.9586e-01     3.2168e+00     8.5722e+01      5.275e-02     1.6585e-04     1.2045e-04     9.962585e-01          8.8388e-02     7.5078e-01     1.9997e+01     

      3         0       373      2.808e-01      5.951e+01     4.6664e-01     6.9039e+00     8.5693e+01      2.410e-01     1.5961e-02     1.6455e-03     9.919819e-01          1.6123e-01     1.6108e+00     1.9990e+01     
      3         1       458      2.808e-01      5.961e+01     4.6738e-01     6.9158e+00     8.5677e+01      2.417e-01     1.5463e-04     7.6288e-05     9.919819e-01          1.6153e-01     1.6133e+00     1.9986e+01     

      4         0       519      2.804e-01      9.161e+01     6.5354e-01     1.0645e+01     8.5615e+01      5.735e-01     1.6374e-02     1.5644e-03     9.876783e-01          2.4880e-01     2.4815e+00     1.9970e+01     
      4         1       604      2.803e-01      9.169e+01     6.5416e-01     1.0654e+01     8.5598e+01      5.754e-01     3.3988e-04     1.2585e-04     9.876783e-01          2.4904e-01     2.4831e+00     1.9966e+01     

      5         0       665      2.798e-01      1.242e+02     8.4869e-01     1.4446e+01     8.5500e+01      1.065e+00     1.7031e-02     1.8946e-03     9.833121e-01          3.3806e-01     3.3635e+00     1.9942e+01     
      5         1       750      2.798e-01      1.243e+02     8.4917e-01     1.4452e+01     8.5482e+01      1.069e+00     5.0043e-04     1.9149e-04     9.833121e-01          3.3826e-01     3.3642e+00     1.9937e+01     

      6         0       900      2.791e-01      1.579e+02     1.0527e+00     1.8363e+01     8.5344e+01      1.747e+00     1.8221e-02     1.5782e-03     9.788099e-01          4.3043e-01     4.2681e+00     1.9903e+01     
      6         1       985      2.790e-01      1.579e+02     1.0531e+00     1.8366e+01     8.5325e+01      1.753e+00     2.6626e-04     1.0071e-04     9.788099e-01          4.3057e-01     4.2679e+00     1.9898e+01     

