# FSTOPO Homotopy iteration timing history
# Iter    Time (s)    Total Time (s)    Objective Val    max(abs(-S*Lam))   negative S   postive Lam
    0        2.33        2.33        264.654      0.000000     0     0
    1        18.93        21.27        264.607      0.000138     0     0
    2        16.34        37.61        264.509      0.001268     0     0
    3        16.69        54.30        264.316      0.005924     0     0
    4        18.95        73.25        264.029      0.012485     0     0
    5        18.87        92.11        263.458      0.016805     0     0
    6        22.09        114.20        262.114      0.018317     0     0
    7        20.76        134.96        260.748      0.018573     0     0
    8        22.58        157.54        258.97      0.018669     0     0
    9        20.14        177.69        256.94      0.018706     0     0
   10        22.11        199.80        254.583      0.018720     0     0
   11        23.29        223.09        251.916      0.018723     0     0
   12        25.18        248.27        248.929      0.018719     0     0
   13        24.16        272.43        245.621      0.018710     0     0
   14        25.62        298.05        241.99      0.018697     0     0
   15        25.74        323.79        238.032      0.018678     0     0
   16        27.23        351.02        233.746      0.018655     0     0
   17        28.79        379.81        229.129      0.018626     0     0
   18        26.25        406.06        224.18      0.018591     0     0
   19        30.10        436.16        218.895      0.018548     0     0
   20        30.47        466.63        213.273      0.018497     0     0
   21        30.37        497.00        207.307      0.018436     0     0
   22        30.60        527.60        200.995      0.018364     0     0
   23        36.94        564.54        194.33      0.018281     0     0
   24        40.07        604.61        187.305      0.018180     0     0
   25        35.66        640.27        179.895      0.018063     0     0
   26        34.72        674.99        172.18      0.017925     0     0
   27        34.54        709.53        164.009      0.017763     0     0
   28        37.39        746.92        155.478      0.017572     0     0
   29        36.74        783.66        146.469      0.017344     0     0
   30        41.41        825.08        136.973      0.017070     0     0
   31        41.32        866.39        126.941      0.016738     0     0
   32        46.17        912.56        116.234      0.016333     0     0
   33        42.79        955.35        104.857      0.015817     0     0
   34        43.30        998.65        92.1888      0.015155     0     0
   35        44.06        1042.71        78.0628      0.014168     0     0
   36        44.17        1086.87        50.1143      0.011441     0     0
   37        67.23        1154.10        25.8307      0.007577     0     0
   38        66.48        1220.58        25.6247      0.007806     0     0
   39        66.79        1287.37        24.9832      0.014858     0     0
   40        65.63        1353.00        24.6185      0.013440     0     0
   41        65.58        1418.58        23.9979      0.016425     0     0
   42        66.47        1485.05        23.7758      0.011233     0     0
   43        66.79        1551.85        23.2918      0.013199     0     0
   44        67.22        1619.07        22.8962      0.015426     0     0
   45        71.03        1690.10        22.5614      0.017186     0     0
   46        66.95        1757.05        22.288      0.018801     0     0
   47        75.39        1832.44        22.0834      0.019458     0     0
   48        68.80        1901.24        21.7664      0.024065     0     0
   49        75.08        1976.32        21.6733      0.021546     0     0
   50        66.07        2042.39        21.4582      0.024735     0     0
   51        66.27        2108.66        21.3003      0.025082     0     0
   52        65.92        2174.57        21.1246      0.025039     0     0
   53        67.45        2242.03        20.9662      0.024759     0     0
   54        66.94        2308.97        20.8402      0.024399     0     0
   55        69.61        2378.58        20.7379      0.023813     0     0
   56        67.28        2445.85        20.5908      0.024977     0     0
   57        67.09        2512.94        20.5044      0.023269     0     0
   58        65.88        2578.82        20.2949      0.027162     0     0
   59        67.39        2646.21        20.323      0.021755     0     0
   60        71.12        2717.33        20.1352      0.024754     0     0
   61        70.26        2787.59        20.069      0.022496     0     0
    0        29.24        2816.83        19.9765      0.024932     0   1508
    1        27.65        2844.48        19.8681      0.026821     0   1619
    2        27.22        2871.70        19.9112      0.024066     0   1663
    3        26.24        2897.94        19.7823      0.026792     0   1625
    4        23.73        2921.66        19.8357      0.023927     0   1720
    5        25.05        2946.71        19.7736      0.024336     0   1597
    6        23.42        2970.13        19.7608      0.024209     0   1716
    7        23.38        2993.51        19.7211      0.023919     0   1600
   62        1.49        2995.00        19.7211      0.023919     0   1600
